'IDCKWCDE41,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for SUNSHINE COAST AIRPORT Queensland for June 2018,,,,,,,,,,
Issued at 22:31 GMT on Sunday 01 July 2018,,,,,,,,,,
© Copyright Commonwealth of Australia 2018 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
SUNSHINE COAST AIRPORT,01/06/2018,3.1,0.0, ,20.8,10.4,97,29,3.62,14.68
SUNSHINE COAST AIRPORT,02/06/2018,2.9,0.0, ,22.7,6.8,98,30,2.73,14.63
SUNSHINE COAST AIRPORT,03/06/2018,2.9,0.0, ,23.6,7.5,94,47,3.54,13.58
SUNSHINE COAST AIRPORT,04/06/2018,3.0,0.0, ,22.5,11.7,91,49,4.46,14.51
SUNSHINE COAST AIRPORT,05/06/2018,3.0,0.0, ,22.3,14.1,86,57,5.39,13.76
SUNSHINE COAST AIRPORT,06/06/2018,2.6,0.0, ,22.2,14.0,99,58,5.46,12.23
SUNSHINE COAST AIRPORT,07/06/2018,2.4,8.4, ,20.3,14.2,98,58,6.49,8.31
SUNSHINE COAST AIRPORT,08/06/2018,2.5,18.0, ,22.9,14.7,96,58,3.83,12.69
SUNSHINE COAST AIRPORT,09/06/2018,2.0,0.6, ,23.1,14.9,100,63,2.66,11.16
SUNSHINE COAST AIRPORT,10/06/2018,2.3,0.2, ,23.0,12.8,99,58,3.11,12.99
SUNSHINE COAST AIRPORT,11/06/2018,2.5,1.2, ,22.1,10.0,98,49,3.30,14.31
SUNSHINE COAST AIRPORT,12/06/2018,2.3,0.2, ,22.1,9.3,99,55,2.90,13.60
SUNSHINE COAST AIRPORT,13/06/2018,2.8,0.2, ,24.8,12.8,100,52,4.09,12.44
SUNSHINE COAST AIRPORT,14/06/2018,2.1,0.0, ,22.4,16.6,95,57,3.10,8.83
SUNSHINE COAST AIRPORT,15/06/2018,2.4,0.0, ,22.5,11.7,98,43,2.36,14.22
SUNSHINE COAST AIRPORT,16/06/2018,2.9,0.2, ,21.8,6.3,98,31,3.08,14.11
SUNSHINE COAST AIRPORT,17/06/2018,3.2,0.2, ,21.1,7.9,98,21,3.71,13.68
SUNSHINE COAST AIRPORT,18/06/2018,3.2,0.0, ,18.7,4.6,85,28,4.51,14.20
SUNSHINE COAST AIRPORT,19/06/2018,3.7,0.0, ,19.9,7.7,71,28,4.78,14.18
SUNSHINE COAST AIRPORT,20/06/2018,3.1,0.0, ,21.8,4.7,90,42,4.54,13.90
SUNSHINE COAST AIRPORT,21/06/2018,3.4,0.0, ,21.9,13.3,84,45,5.46,13.84
SUNSHINE COAST AIRPORT,22/06/2018,3.3,0.0, ,21.9,14.1,89,45,5.28,14.15
SUNSHINE COAST AIRPORT,23/06/2018,2.5,0.0, ,21.9,10.6,97,50,3.60,13.62
SUNSHINE COAST AIRPORT,24/06/2018,2.7,0.2, ,22.5,7.0,99,36,2.78,14.14
SUNSHINE COAST AIRPORT,25/06/2018,1.5,5.6, ,18.7,8.3,99,73,4.30,6.99
SUNSHINE COAST AIRPORT,26/06/2018,2.2,30.2, ,20.9,13.3,97,60,5.24,8.13
SUNSHINE COAST AIRPORT,27/06/2018,1.7,1.4, ,19.7,14.6,98,61,4.27,3.83
SUNSHINE COAST AIRPORT,28/06/2018,1.2,21.0, ,19.1,14.0,100,88,4.28,8.55
SUNSHINE COAST AIRPORT,29/06/2018,1.8,0.2, ,21.2,11.2,100,71,2.17,14.09
SUNSHINE COAST AIRPORT,30/06/2018,1.7,0.0, ,22.6,12.3,100,73,1.82,11.73
Totals:,,76.9,87.8, ,,,,,, 
