'IDCKWCDE41,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for SUNSHINE COAST AIRPORT Queensland for November 2013,,,,,,,,,,
Issued at 22:31 GMT on Sunday 01 December 2013,,,,,,,,,,
© Copyright Commonwealth of Australia 2013 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
SUNSHINE COAST AIRPORT,01/11/2013,6.5,0.0, ,25.8,20.1,76,45,4.73,30.69
SUNSHINE COAST AIRPORT,02/11/2013,5.8,0.0, ,26.1,11.7,94,50,3.41,32.58
SUNSHINE COAST AIRPORT,03/11/2013,6.7,0.0, ,27.9,13.4,94,46,5.35,33.08
SUNSHINE COAST AIRPORT,04/11/2013,4.6,0.0, ,25.2,18.2,87,58,7.07,17.15
SUNSHINE COAST AIRPORT,05/11/2013,4.7,4.2, ,24.7,17.6,87,57,6.93,19.36
SUNSHINE COAST AIRPORT,06/11/2013,5.9,1.8, ,25.3,15.8,89,45,4.68,29.63
SUNSHINE COAST AIRPORT,07/11/2013,6.2,0.0, ,25.6,12.4,93,45,3.15,34.30
SUNSHINE COAST AIRPORT,08/11/2013,6.3,0.0, ,26.8,11.3,96,52,4.75,34.49
SUNSHINE COAST AIRPORT,09/11/2013,7.1,0.0, ,28.2,14.4,92,48,6.16,34.45
SUNSHINE COAST AIRPORT,10/11/2013,6.9,0.0, ,29.8,16.0,92,47,5.84,31.31
SUNSHINE COAST AIRPORT,11/11/2013,4.5,0.2, ,28.2,17.8,90,62,5.12,18.09
SUNSHINE COAST AIRPORT,12/11/2013,6.0,0.0, ,28.5,19.7,91,60,4.99,29.70
SUNSHINE COAST AIRPORT,13/11/2013,5.6,0.0, ,28.9,18.0,91,62,4.45,27.45
SUNSHINE COAST AIRPORT,14/11/2013,3.6,0.2, ,27.2,18.7,92,60,3.43,13.48
SUNSHINE COAST AIRPORT,15/11/2013,5.1,0.0, ,28.2,15.7,94,62,3.75,25.64
SUNSHINE COAST AIRPORT,16/11/2013,3.8,0.0, ,28.3,16.5,96,73,4.10,17.68
SUNSHINE COAST AIRPORT,17/11/2013,3.0,23.6, ,25.9,17.8,94,68,4.08,11.47
SUNSHINE COAST AIRPORT,18/11/2013,5.0,22.0, ,27.8,16.1,94,61,3.47,24.85
SUNSHINE COAST AIRPORT,19/11/2013,7.9,8.2, ,32.7,14.0,95,24,3.99,32.36
SUNSHINE COAST AIRPORT,20/11/2013,6.0,0.0, ,27.2,14.7,94,60,3.71,33.16
SUNSHINE COAST AIRPORT,21/11/2013,5.4,0.0, ,26.7,16.6,93,61,3.50,28.98
SUNSHINE COAST AIRPORT,22/11/2013,5.5,0.0, ,28.1,17.1,95,57,3.34,27.66
SUNSHINE COAST AIRPORT,23/11/2013,5.7,0.0, ,29.3,19.7,90,57,5.44,24.46
SUNSHINE COAST AIRPORT,24/11/2013,5.6,9.0, ,30.6,18.7,94,65,5.45,25.89
SUNSHINE COAST AIRPORT,25/11/2013,5.8,25.0, ,27.3,18.5,96,63,4.40,31.61
SUNSHINE COAST AIRPORT,26/11/2013,5.0,0.2, ,26.8,21.3,91,61,7.15,21.04
SUNSHINE COAST AIRPORT,27/11/2013,6.7,0.0, ,26.1,19.2,75,51,5.41,32.21
SUNSHINE COAST AIRPORT,28/11/2013,7.2,0.0, ,28.7,17.6,88,51,4.58,35.28
SUNSHINE COAST AIRPORT,29/11/2013,8.1,0.0, ,32.6,17.4,89,36,5.75,30.71
SUNSHINE COAST AIRPORT,30/11/2013,2.6,9.4, ,24.1,20.6,94,62,5.36,4.99
Totals:,,168.8,103.8, ,,,,,, 
