'IDCKWCDE41,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for SUNSHINE COAST AIRPORT Queensland for April 2015,,,,,,,,,,
Issued at 22:31 GMT on Friday 01 May 2015,,,,,,,,,,
© Copyright Commonwealth of Australia 2015 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
SUNSHINE COAST AIRPORT,01/04/2015,2.3,65.6, ,26.5,19.6,95,68,5.75,3.39
SUNSHINE COAST AIRPORT,02/04/2015,3.2,17.8, ,27.0,19.9,93,70,6.79,10.79
SUNSHINE COAST AIRPORT,03/04/2015,3.8,22.6, ,28.2,21.6,94,68,5.66,16.47
SUNSHINE COAST AIRPORT,04/04/2015,4.0,0.8, ,29.4,20.9,95,64,3.09,18.77
SUNSHINE COAST AIRPORT,05/04/2015,3.9,0.0, ,32.0,21.7,94,50,2.06,16.68
SUNSHINE COAST AIRPORT,06/04/2015,4.5,0.0, ,29.6,16.1,95,54,3.63,21.26
SUNSHINE COAST AIRPORT,07/04/2015,3.8,0.0, ,30.4,21.6,94,59,3.01,15.47
SUNSHINE COAST AIRPORT,08/04/2015,5.1,0.2, ,27.7,13.7,84,24,3.38,20.85
SUNSHINE COAST AIRPORT,09/04/2015,4.3,0.0, ,26.0,10.2,94,43,3.44,21.61
SUNSHINE COAST AIRPORT,10/04/2015,4.0,0.0, ,26.9,16.5,87,54,5.38,12.83
SUNSHINE COAST AIRPORT,11/04/2015,2.6,2.6, ,24.9,17.3,92,73,4.59,10.82
SUNSHINE COAST AIRPORT,12/04/2015,3.9,8.4, ,26.3,16.9,94,59,3.99,19.79
SUNSHINE COAST AIRPORT,13/04/2015,4.0,0.0, ,26.6,15.7,96,56,4.61,18.64
SUNSHINE COAST AIRPORT,14/04/2015,3.8,0.8, ,26.7,17.0,92,55,4.22,16.14
SUNSHINE COAST AIRPORT,15/04/2015,3.7,0.0, ,27.4,16.5,94,52,3.38,16.09
SUNSHINE COAST AIRPORT,16/04/2015,3.8,0.2, ,27.2,16.4,93,57,3.48,18.97
SUNSHINE COAST AIRPORT,17/04/2015,3.7,0.6, ,27.6,16.6,95,57,3.28,17.73
SUNSHINE COAST AIRPORT,18/04/2015,4.1,0.6, ,29.2,19.1,94,57,4.67,16.17
SUNSHINE COAST AIRPORT,19/04/2015,3.1,1.6, ,28.1,19.0,95,65,2.20,15.87
SUNSHINE COAST AIRPORT,20/04/2015,1.9,0.2, ,25.0,18.8,94,69,3.14,5.74
SUNSHINE COAST AIRPORT,21/04/2015,3.2,2.8, ,23.4,13.9,92,45,2.45,16.35
SUNSHINE COAST AIRPORT,22/04/2015,3.1,0.0, ,23.4,7.3,96,49,2.20,19.35
SUNSHINE COAST AIRPORT,23/04/2015,3.4,0.2, ,24.5,9.3,97,45,2.72,19.22
SUNSHINE COAST AIRPORT,24/04/2015,3.5,0.0, ,26.7,13.3,96,51,3.00,17.06
SUNSHINE COAST AIRPORT,25/04/2015,3.5,0.0, ,28.0,13.5,96,51,2.41,18.40
SUNSHINE COAST AIRPORT,26/04/2015,5.1,0.0, ,25.2,15.3,93,24,5.24,19.51
SUNSHINE COAST AIRPORT,27/04/2015,3.7,0.0, ,25.1,7.8,94,40,3.27,18.58
SUNSHINE COAST AIRPORT,28/04/2015,3.6,0.0, ,25.6,11.7,95,54,4.82,15.77
SUNSHINE COAST AIRPORT,29/04/2015,2.6,0.2, ,22.5,15.5,94,69,5.54,11.86
SUNSHINE COAST AIRPORT,30/04/2015,1.5,55.2, ,21.7,17.3,96,82,6.63,4.26
Totals:,,106.7,180.4, ,,,,,, 
