'IDCKWCDE41,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for SUNSHINE COAST AIRPORT Queensland for September 2009,,,,,,,,,,
Issued at 04:34 GMT on Thursday 22 July 2010,,,,,,,,,,
© Copyright Commonwealth of Australia 2009 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
SUNSHINE COAST AIRPORT,01/09/2009,3.7,0.4, ,21.6,4.5,94,35,3.06,21.89
SUNSHINE COAST AIRPORT,02/09/2009,3.7,0.0, ,22.9,8.5,97,45,3.26,20.46
SUNSHINE COAST AIRPORT,03/09/2009,4.1,0.0, ,23.3,10.6,92,36,3.49,20.62
SUNSHINE COAST AIRPORT,04/09/2009,3.6,0.4, ,24.5,11.5,95,57,4.02,18.86
SUNSHINE COAST AIRPORT,05/09/2009,3.5,5.2, ,27.0,15.9,95,52,3.04,14.61
SUNSHINE COAST AIRPORT,06/09/2009,3.4,12.2, ,22.9,13.6,96,66,3.18,21.85
SUNSHINE COAST AIRPORT,07/09/2009,3.4,0.0, ,25.4,14.3,95,66,4.76,16.80
SUNSHINE COAST AIRPORT,08/09/2009,3.9,8.6, ,24.4,17.0,95,49,2.83,20.95
SUNSHINE COAST AIRPORT,09/09/2009,4.5,0.0, ,23.7,8.7,93,27,3.20,23.00
SUNSHINE COAST AIRPORT,10/09/2009,4.2,0.2, ,23.4,7.0,95,33,3.32,21.62
SUNSHINE COAST AIRPORT,11/09/2009,4.7,0.0, ,24.7,9.3,96,25,3.19,23.86
SUNSHINE COAST AIRPORT,12/09/2009,3.8,0.0, ,23.5,7.8,96,47,2.40,23.92
SUNSHINE COAST AIRPORT,13/09/2009,3.6,0.2, ,23.3,7.7,97,58,2.61,23.60
SUNSHINE COAST AIRPORT,14/09/2009,3.9,0.0, ,24.4,9.3,97,52,2.86,22.74
SUNSHINE COAST AIRPORT,15/09/2009,3.8,0.0, ,24.0,10.5,96,60,2.65,23.52
SUNSHINE COAST AIRPORT,16/09/2009,4.0,0.2, ,24.1,9.7,96,54,2.82,24.15
SUNSHINE COAST AIRPORT,17/09/2009,4.4,0.0, ,25.6,12.2,95,49,3.85,22.77
SUNSHINE COAST AIRPORT,18/09/2009,5.3,0.0, ,27.8,12.2,95,46,5.36,24.12
SUNSHINE COAST AIRPORT,19/09/2009,4.2,0.0, ,25.0,15.2,90,65,3.69,23.89
SUNSHINE COAST AIRPORT,20/09/2009,4.5,0.0, ,27.1,15.3,93,58,3.22,24.07
SUNSHINE COAST AIRPORT,21/09/2009,4.5,0.0, ,27.0,15.7,96,58,4.44,22.95
SUNSHINE COAST AIRPORT,22/09/2009,5.7,0.0, ,29.7,15.6,96,49,6.03,23.73
SUNSHINE COAST AIRPORT,23/09/2009,8.5,0.0, ,31.7,19.2,85,13,7.02,22.32
SUNSHINE COAST AIRPORT,24/09/2009,6.4,0.0, ,27.3,15.2,90,22,4.89,26.32
SUNSHINE COAST AIRPORT,25/09/2009,5.4,0.0, ,25.8,7.3,96,30,3.93,26.18
SUNSHINE COAST AIRPORT,26/09/2009,7.4,0.0, ,31.9,14.7,93,24,5.48,25.67
SUNSHINE COAST AIRPORT,27/09/2009,6.8,0.0, ,26.2,14.6,64,14,4.54,26.55
SUNSHINE COAST AIRPORT,28/09/2009,6.4,0.0, ,26.8,4.5,71,13,3.82,27.01
SUNSHINE COAST AIRPORT,29/09/2009, , , ,23.8, ,90,25,3.78,27.22
SUNSHINE COAST AIRPORT,30/09/2009,4.8,0.0, ,24.8,7.5,94,47,3.85,26.72
Totals:,,136.1,27.4, ,,,,,, 
