'IDCKWCDE41,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for SUNSHINE COAST AIRPORT Queensland for May 2009,,,,,,,,,,
Issued at 04:34 GMT on Thursday 22 July 2010,,,,,,,,,,
© Copyright Commonwealth of Australia 2009 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
SUNSHINE COAST AIRPORT,01/05/2009,3.5,0.0, ,24.2,12.2,93,56,5.47,16.40
SUNSHINE COAST AIRPORT,02/05/2009,3.7,4.0, ,23.9,16.5,93,42,4.17,16.26
SUNSHINE COAST AIRPORT,03/05/2009,3.4,0.0, ,24.2,12.4,94,54,4.48,16.34
SUNSHINE COAST AIRPORT,04/05/2009,3.5,10.4, ,23.7,15.7,92,61,5.44,18.51
SUNSHINE COAST AIRPORT,05/05/2009,3.0,8.4, ,22.7,15.9,91,60,4.92,14.05
SUNSHINE COAST AIRPORT,06/05/2009,2.3,13.0, ,22.0,15.5,95,73,5.32,11.61
SUNSHINE COAST AIRPORT,07/05/2009,2.9,45.0, ,23.6,16.4,95,58,3.73,14.17
SUNSHINE COAST AIRPORT,08/05/2009,3.5,2.2, ,24.3,13.5,95,48,3.96,18.02
SUNSHINE COAST AIRPORT,09/05/2009,3.1,0.0, ,22.9,14.7,95,60,4.14,18.17
SUNSHINE COAST AIRPORT,10/05/2009,3.6,0.0, ,23.6,12.0,95,45,4.26,18.49
SUNSHINE COAST AIRPORT,11/05/2009,2.8,0.8, ,22.2,15.3,92,66,5.66,14.07
SUNSHINE COAST AIRPORT,12/05/2009,2.1,22.2, ,20.7,15.1,96,65,3.19,10.62
SUNSHINE COAST AIRPORT,13/05/2009,2.7,0.8, ,22.5,10.9,96,55,2.64,17.08
SUNSHINE COAST AIRPORT,14/05/2009,3.0,0.2, ,24.1,11.7,96,44,2.77,16.79
SUNSHINE COAST AIRPORT,15/05/2009,3.7,0.2, ,24.8,10.7,96,25,2.91,18.03
SUNSHINE COAST AIRPORT,16/05/2009,3.9,0.0, ,25.2,7.3,94,27,3.23,18.29
SUNSHINE COAST AIRPORT,17/05/2009,3.3,0.0, ,24.4,7.8,92,42,3.40,17.11
SUNSHINE COAST AIRPORT,18/05/2009,2.0,5.6, ,21.9,16.7,94,74,4.42,9.14
SUNSHINE COAST AIRPORT,19/05/2009,2.8,27.8, ,22.4,17.7,94,61,7.82,6.65
SUNSHINE COAST AIRPORT,20/05/2009,1.8,81.8, ,21.1,16.7,96,74,3.17,10.20
SUNSHINE COAST AIRPORT,21/05/2009,2.6,40.8, ,22.7,13.3,96,60,3.75,15.21
SUNSHINE COAST AIRPORT,22/05/2009,1.6,0.2, ,19.4,11.9,96,74,2.11,10.97
SUNSHINE COAST AIRPORT,23/05/2009,2.7,1.0, ,22.8,13.9,94,64,5.09,13.64
SUNSHINE COAST AIRPORT,24/05/2009,3.7,13.4, ,23.5,17.6,88,58,8.47,14.39
SUNSHINE COAST AIRPORT,25/05/2009,2.6,1.2, ,21.9,16.0,91,63,4.82,12.49
SUNSHINE COAST AIRPORT,26/05/2009,2.2,1.0, ,21.2,15.4,93,69,4.21,12.34
SUNSHINE COAST AIRPORT,27/05/2009,2.2,1.8, ,22.5,15.8,95,63,2.07,13.55
SUNSHINE COAST AIRPORT,28/05/2009,2.4,0.0, ,22.7,12.3,96,56,2.18,15.87
SUNSHINE COAST AIRPORT,29/05/2009,2.3,0.0, ,23.0,12.7,96,65,2.79,15.62
SUNSHINE COAST AIRPORT,30/05/2009,2.8,1.0, ,22.2,15.8,94,61,5.49,15.21
SUNSHINE COAST AIRPORT,31/05/2009,2.3,0.0, ,20.5,14.4,91,68,5.16,12.17
Totals:,,88,282.8, ,,,,,, 
