Date/Time,Hs,Hmax,Tz,Tp,Peak Direction,SST
1/1/2018 16:30,0.55,0.9,3.646,11.546,87,25.6
1/1/2018 17:00,0.586,1.02,3.989,10.285,15,25.7
1/1/2018 17:30,0.582,0.96,3.987,10.458,98,26.05
1/1/2018 18:00,0.589,0.98,4.125,10.843,98,26.3
1/1/2018 18:30,0.577,1.18,3.738,10.283,88,26.4
1/1/2018 19:00,0.624,1.07,3.781,10.363,85,26.45
1/1/2018 19:30,0.674,1.03,4.083,10.839,106,26.4
1/1/2018 20:00,0.649,1.07,4.003,4.04,106,26.35
1/1/2018 20:30,0.637,1.05,4.064,4.147,32,26.35
1/1/2018 21:00,0.629,1.03,4.172,4.38,30,26.35
1/1/2018 21:30,0.619,0.93,4.158,4.135,90,26.3
1/1/2018 22:00,0.599,1.09,4.229,4.22,32,26.3
1/1/2018 22:30,0.635,1.07,4.34,3.873,94,26.3
1/1/2018 23:00,0.616,1.09,4.395,4.442,32,26.35
1/1/2018 23:30,0.608,0.99,4.467,12.144,40,26.25
1/2/2018 0:00,0.584,1.06,4.454,4.822,39,26.1
1/2/2018 0:30,0.617,0.99,4.575,4.597,38,25.9
1/2/2018 1:00,0.561,0.86,4.548,4.325,39,25.7
1/2/2018 1:30,0.577,0.77,4.557,5.077,42,25.6
1/2/2018 2:00,0.59,1.05,4.473,12.075,39,25.4
1/2/2018 2:30,0.627,0.96,4.589,5.332,38,25.2
1/2/2018 3:00,0.552,1.29,4.486,4.655,33,25.2
1/2/2018 3:30,0.588,0.86,4.472,4.991,32,25.25
1/2/2018 4:00,0.563,0.97,4.502,5.062,25,25.35
1/2/2018 4:30,0.575,0.85,4.393,4.797,32,25.4
1/2/2018 5:00,0.532,1.06,4.533,5.174,26,25.4
1/2/2018 5:30,0.534,0.97,4.57,4.94,32,26.25
1/2/2018 6:00,0.536,1.01,4.853,5.094,28,26.05
1/2/2018 6:30,0.5,0.93,4.579,5.438,26,25.8
1/2/2018 7:00,0.474,0.87,4.649,11.678,18,25.8
1/2/2018 7:30,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
1/2/2018 8:00,0.485,0.78,4.684,5.424,30,25.75
1/2/2018 8:30,0.527,0.92,4.691,5.748,46,25.8
1/2/2018 9:00,0.499,0.83,4.451,5.464,71,25.8
1/2/2018 9:30,0.501,0.81,4.522,5.469,40,25.9
1/2/2018 10:00,0.531,0.96,4.519,5.212,85,25.95
1/2/2018 10:30,0.551,1,4.452,5.994,57,25.95
1/2/2018 11:00,0.545,0.84,4.482,5.599,43,26.15
1/2/2018 11:30,0.526,1.06,4.703,5.774,46,26.55
1/2/2018 12:00,0.519,0.95,4.616,5.494,39,26.4
1/2/2018 12:30,0.53,0.81,4.434,5.777,40,26.3
1/2/2018 13:00,0.563,0.92,4.481,5.471,30,26.3
1/2/2018 13:30,0.553,0.87,4.599,5.601,30,25.5
1/2/2018 14:00,0.573,0.94,4.774,5.467,29,24.85
1/2/2018 14:30,0.487,0.79,4.333,5.179,28,25.25
1/2/2018 15:00,0.456,0.8,4.304,4.931,28,26.25
1/2/2018 15:30,0.445,0.85,4.681,5.19,26,26.05
1/2/2018 16:00,0.441,0.75,4.953,9.917,88,26.35
1/2/2018 16:30,0.418,0.89,4.678,4.906,88,26.35
1/2/2018 17:00,0.456,0.74,4.893,10.266,85,26.5
1/2/2018 17:30,0.458,0.71,4.831,10.853,88,26.25
1/2/2018 18:00,0.463,0.81,4.443,10.874,91,26.4
1/2/2018 18:30,0.454,0.7,4.824,10.408,95,26.4
1/2/2018 19:00,0.466,0.8,4.851,10.269,91,26.5
1/2/2018 19:30,0.448,0.87,4.945,11.263,97,26.55
1/2/2018 20:00,0.467,0.75,4.975,10.82,106,26.55
1/2/2018 20:30,0.603,1.13,3.796,10.886,99,26.4
1/2/2018 21:00,0.576,1.14,3.636,6.792,92,26.3
1/2/2018 21:30,0.798,1.41,3.779,4.399,209,26.3
1/2/2018 22:00,0.816,1.5,3.945,4.124,170,26.25
1/2/2018 22:30,0.795,1.34,3.869,6.117,168,26.2
1/2/2018 23:00,0.768,1.38,3.811,3.885,164,26.25
1/2/2018 23:30,0.734,1.16,3.866,4.211,160,26.2
1/3/2018 0:00,0.684,1.07,3.909,5.933,150,26.2
1/3/2018 0:30,0.619,1.01,3.906,5.831,83,26.1
1/3/2018 1:00,0.521,0.95,3.982,5.95,81,26.05
1/3/2018 1:30,0.545,0.96,4.347,5.826,88,25.9
1/3/2018 2:00,0.525,0.82,4.586,5.234,92,25.85
1/3/2018 2:30,0.566,1.02,4.401,5.516,95,25.7
1/3/2018 3:00,0.545,0.88,4.419,5.503,104,25.6
1/3/2018 3:30,0.603,1.02,4.495,5.771,95,25.7
1/3/2018 4:00,0.608,1.05,4.536,5.792,80,25.75
1/3/2018 4:30,0.588,0.93,4.3,6.557,94,25.75
1/3/2018 5:00,0.65,1.21,4.595,7.557,92,25.75
1/3/2018 5:30,0.683,1.07,4.984,7.444,102,26.05
1/3/2018 6:00,0.662,1.12,4.922,6.376,102,25.7
1/3/2018 6:30,0.634,1.22,4.766,6.817,97,25.8
1/3/2018 7:00,0.664,1.14,4.978,6.862,98,25.5
1/3/2018 7:30,0.637,1.08,5.084,7.007,109,25.5
1/3/2018 8:00,0.63,1.01,5.395,7.512,104,25.6
1/3/2018 8:30,0.664,1.12,5.284,6.601,97,25.25
1/3/2018 9:00,0.659,1.14,5.182,7.009,99,25.15
1/3/2018 9:30,0.652,1.1,5.287,6.78,99,25.15
1/3/2018 10:00,0.653,1.14,5.061,6.522,90,25.2
1/3/2018 10:30,0.668,1.15,4.971,6.589,95,25.3
1/3/2018 11:00,0.65,1.09,4.901,6.995,90,25.4
1/3/2018 11:30,0.743,1.38,4.93,6.778,85,25.6
1/3/2018 12:00,0.705,1.32,5.01,6.563,90,26
1/3/2018 12:30,0.722,1.35,4.952,6.772,87,26.15
1/3/2018 13:00,0.745,1.55,4.858,6.518,80,25.75
1/3/2018 13:30,0.759,1.18,4.51,5.928,88,25.1
1/3/2018 14:00,0.798,1.27,4.574,6.16,99,25.2
1/3/2018 14:30,0.697,1.11,4.243,5.985,94,24.75
1/3/2018 15:00,0.614,1.12,4.206,5.774,94,24.7
1/3/2018 15:30,0.606,1,3.925,5.34,97,24.7
1/3/2018 16:00,0.614,1.1,3.669,5.515,94,25.05
1/3/2018 16:30,0.666,1.13,3.738,5.454,98,25.25
1/3/2018 17:00,0.653,1.03,3.665,5.496,90,25.65
1/3/2018 17:30,0.658,1.16,3.759,5.189,85,25.75
1/3/2018 18:00,0.652,1.02,3.862,5.781,99,25.85
1/3/2018 18:30,0.653,1.23,3.888,5.677,67,25.95
1/3/2018 19:00,0.594,1.02,3.96,5.373,95,25.9
1/3/2018 19:30,0.566,0.87,4.153,6.955,91,25.95
1/3/2018 20:00,0.562,0.9,4.382,5.214,61,26
1/3/2018 20:30,0.534,0.92,4.2,5.469,94,26.1
1/3/2018 21:00,0.566,0.87,4.332,5.327,98,26.2
1/3/2018 21:30,0.534,0.85,4.427,5.148,104,26.25
1/3/2018 22:00,0.52,0.99,4.031,5.154,102,26.3
1/3/2018 22:30,0.539,0.9,4.031,5.308,94,26.3
1/3/2018 23:00,0.548,0.91,3.831,4.931,101,26.3
1/3/2018 23:30,0.616,0.95,3.828,5.449,94,26.3
1/4/2018 0:00,0.638,1.08,3.694,5.93,102,26.25
1/4/2018 0:30,0.696,1.34,3.645,3.348,90,26.2
1/4/2018 1:00,0.723,1.21,3.585,3.596,92,26.2
1/4/2018 1:30,0.719,1.27,3.855,3.304,180,26.2
1/4/2018 2:00,0.744,1.19,3.918,5.345,88,26.2
1/4/2018 2:30,0.714,1.25,3.878,5.048,81,25.8
1/4/2018 3:00,0.723,1.22,3.698,5.43,87,25.75
1/4/2018 3:30,0.692,1.18,3.733,5.965,94,25.55
1/4/2018 4:00,0.709,1.17,3.613,5.552,92,25.5
1/4/2018 4:30,0.747,1.3,3.7,5.697,91,25.4
1/4/2018 5:00,0.714,1.35,3.708,5.282,85,25.35
1/4/2018 5:30,0.717,1.25,3.82,5.796,85,25.4
1/4/2018 6:00,0.648,1.17,3.945,4.093,83,25.5
1/4/2018 6:30,0.605,0.97,4.069,5.789,87,25.55
1/4/2018 7:00,0.578,1.1,4.198,5.933,92,25.4
1/4/2018 7:30,0.568,0.96,4.265,5.778,91,25.6
1/4/2018 8:00,0.646,1.29,4.232,6.14,95,25.45
1/4/2018 8:30,0.668,1.12,4.188,6.493,92,26.05
1/4/2018 9:00,0.677,1.26,4.157,6.013,101,26.1
1/4/2018 9:30,0.702,1.23,4.3,6.215,95,26.1
1/4/2018 10:00,0.735,1.14,4.274,6.362,95,26.1
1/4/2018 10:30,0.759,1.42,4.246,6.519,91,26.15
1/4/2018 11:00,0.766,1.48,4.09,6.37,92,26.1
1/4/2018 11:30,0.779,1.32,3.947,6.549,94,26.15
1/4/2018 12:00,0.85,1.44,3.854,3.365,91,26.15
1/4/2018 12:30,0.85,1.55,3.809,5.819,90,26.15
1/4/2018 13:00,0.879,1.78,3.787,5.686,91,26.2
1/4/2018 13:30,0.798,1.57,3.712,5.729,94,26.25
1/4/2018 14:00,0.746,1.31,3.782,6.515,97,26.3
1/4/2018 14:30,0.738,1.21,3.75,6.348,97,26.3
1/4/2018 15:00,0.688,1.08,3.797,5.759,88,26.3
1/4/2018 15:30,0.723,1.47,3.867,5.661,90,26.3
1/4/2018 16:00,0.711,1.33,3.843,6.155,90,26.3
1/4/2018 16:30,0.704,1.35,3.737,6,88,26.25
1/4/2018 17:00,0.648,1.07,3.829,6.811,88,26.2
1/4/2018 17:30,0.695,1.21,3.766,6.786,83,26.15
1/4/2018 18:00,0.711,1.23,3.976,6.563,87,26.2
1/4/2018 18:30,0.665,1.21,3.9,6.175,80,26.2
1/4/2018 19:00,0.591,0.97,3.872,6.305,74,26.4
1/4/2018 19:30,0.645,1.11,4.018,6.365,90,26.45
1/4/2018 20:00,0.65,1.04,4.251,6.71,94,26.4
1/4/2018 20:30,0.616,1.22,4.231,6.172,94,26.3
1/4/2018 21:00,0.6,1.06,4.205,6.038,94,26.3
1/4/2018 21:30,0.602,1.01,4.263,6.76,90,26.3
1/4/2018 22:00,0.6,1.13,4.343,6.159,106,26.35
1/4/2018 22:30,0.59,1.04,4.301,6.574,97,26.35
1/4/2018 23:00,0.599,0.96,4.187,8.132,97,26.3
1/4/2018 23:30,0.576,1.09,4.1,8.104,106,26.4
1/5/2018 0:00,0.646,1.01,4.544,8.213,105,26.5
1/5/2018 0:30,0.659,1.11,4.516,8.923,106,26.55
1/5/2018 1:00,0.692,1.04,4.745,8.562,108,26.55
1/5/2018 1:30,0.73,1.13,4.906,8.925,98,26.55
1/5/2018 2:00,0.712,1.17,4.667,8.867,98,26.6
1/5/2018 2:30,0.677,1.18,4.936,8.899,99,26.6
1/5/2018 3:00,0.727,1.29,4.932,9.285,97,26.55
1/5/2018 3:30,0.739,1.22,5.252,9.2,104,26.55
1/5/2018 4:00,0.719,1.29,5.229,7.857,99,26.55
1/5/2018 4:30,0.72,1.18,5.914,9.503,104,26.6
1/5/2018 5:00,0.664,1.14,5.244,9.745,102,26.7
1/5/2018 5:30,0.686,1.26,5.316,8.343,104,26.7
1/5/2018 6:00,0.682,1.15,5.501,9.393,101,26.65
1/5/2018 6:30,0.592,0.96,4.919,9.231,102,26.6
1/5/2018 7:00,0.58,0.85,5.189,8.556,102,26.6
1/5/2018 7:30,0.58,0.95,5.22,9.034,104,26.7
1/5/2018 8:00,0.577,0.84,5.5,9.777,106,26.75
1/5/2018 8:30,0.553,0.89,5.773,8.875,102,26.75
1/5/2018 9:00,0.565,0.87,5.465,9.285,101,26.8
1/5/2018 9:30,0.566,1.04,5.743,9.739,105,26.85
1/5/2018 10:00,0.553,0.85,5.606,9.515,108,26.9
1/5/2018 10:30,0.524,0.83,4.854,8.586,102,26.95
1/5/2018 11:00,0.579,0.94,4.776,9.344,101,26.95
1/5/2018 11:30,0.566,1.07,4.44,8.932,99,26.9
1/5/2018 12:00,0.565,0.96,4.123,8.993,105,26.85
1/5/2018 12:30,0.569,0.89,4.112,8.576,108,26.85
1/5/2018 13:00,0.605,1.21,4.168,8.164,108,26.85
1/5/2018 13:30,0.601,1.13,3.955,8.194,111,26.85
1/5/2018 14:00,0.595,1.03,4.184,8.506,102,26.9
1/5/2018 14:30,0.57,1.01,3.983,8.186,101,27
1/5/2018 15:00,0.539,0.92,4.009,8.108,102,27.05
1/5/2018 15:30,0.572,1,4.404,8.959,106,27.05
1/5/2018 16:00,0.52,0.8,3.988,8.854,106,27.05
1/5/2018 16:30,0.509,0.78,3.796,8.461,102,27.05
1/5/2018 17:00,0.5,1.03,4.03,8.207,64,27.05
1/5/2018 17:30,0.495,0.8,4.106,8.922,106,27
1/5/2018 18:00,0.502,0.91,4.361,9.328,104,27
1/5/2018 18:30,0.469,0.83,4.181,9.353,111,27
1/5/2018 19:00,0.461,0.83,4.348,12.21,102,27
1/5/2018 19:30,0.504,0.91,4.362,8.237,99,27
1/5/2018 20:00,0.476,0.81,4.278,7.853,105,27
1/5/2018 20:30,0.488,0.87,4.422,6.366,109,27
1/5/2018 21:00,0.499,0.83,4.586,9.413,112,27
1/5/2018 21:30,0.476,0.78,4.273,9.375,101,27
1/5/2018 22:00,0.521,0.78,4.195,8.903,101,27
1/5/2018 22:30,0.509,1.09,4.521,9.372,106,26.95
1/5/2018 23:00,0.519,1.01,4.587,8.549,102,27
1/5/2018 23:30,0.497,0.93,4.272,11.719,97,26.95
1/6/2018 0:00,0.564,0.95,4.49,12.069,91,26.95
1/6/2018 0:30,0.537,0.92,4.208,11.519,88,26.95
1/6/2018 1:00,0.539,0.89,3.882,2.699,91,26.95
1/6/2018 1:30,0.558,1.09,3.93,8.835,74,26.9
1/6/2018 2:00,0.568,0.9,4.159,8.501,68,26.9
1/6/2018 2:30,0.559,0.94,4.324,7.499,98,26.85
1/6/2018 3:00,0.576,1.07,4.188,7.242,66,26.85
1/6/2018 3:30,0.594,1.04,4.506,8.23,97,26.85
1/6/2018 4:00,0.568,0.88,4.448,6.534,101,26.8
1/6/2018 4:30,0.562,1.09,4.35,7.013,84,26.75
1/6/2018 5:00,0.556,0.92,4.548,8.14,90,26.7
1/6/2018 5:30,0.523,0.92,4.435,6.144,99,26.7
1/6/2018 6:00,0.529,0.89,4.518,10.24,97,26.7
1/6/2018 6:30,0.529,0.9,4.542,7.868,97,26.75
1/6/2018 7:00,0.519,0.81,4.644,9.443,95,26.75
1/6/2018 7:30,0.498,0.89,4.268,8.108,102,26.75
1/6/2018 8:00,0.522,0.95,4.639,7.625,91,26.8
1/6/2018 8:30,0.508,0.89,5.011,12.017,104,26.85
1/6/2018 9:00,0.509,0.76,5.431,11.372,95,26.85
1/6/2018 9:30,0.484,0.8,5.142,8.892,97,26.9
1/6/2018 10:00,0.436,0.7,4.991,9.254,84,27
1/6/2018 10:30,0.483,0.81,5.457,11.563,91,27.1
1/6/2018 11:00,0.486,0.71,5.558,11.448,83,27.25
1/6/2018 11:30,0.491,0.87,5.421,11.423,46,27.4
1/6/2018 12:00,0.479,0.79,5.314,11.491,45,27.4
1/6/2018 12:30,0.522,0.9,5.093,7.529,75,27.75
1/6/2018 13:00,0.529,1.03,4.828,11.222,99,27.6
1/6/2018 13:30,0.538,0.9,4.426,6.565,90,27.55
1/6/2018 14:00,0.547,0.98,4.62,11.46,95,27.45
1/6/2018 14:30,0.511,0.9,4.348,11.518,71,27.65
1/6/2018 15:00,0.496,0.85,4.341,8.238,80,27.8
1/6/2018 15:30,0.51,0.81,4.195,8.468,99,27.6
1/6/2018 16:00,0.489,0.97,3.946,8.156,84,27.55
1/6/2018 16:30,0.498,0.89,3.905,7.477,97,27.4
1/6/2018 17:00,0.517,0.97,3.977,8.672,98,27.25
1/6/2018 17:30,0.49,0.81,3.941,10.284,98,27.2
1/6/2018 18:00,0.501,0.84,3.956,8.274,99,27.15
1/6/2018 18:30,0.492,0.82,3.808,7.301,98,27.1
1/6/2018 19:00,0.514,0.82,3.723,8.263,78,27.05
1/6/2018 19:30,0.503,0.83,3.629,8.388,101,27
1/6/2018 20:00,0.508,0.84,3.633,8.424,105,27
1/6/2018 20:30,0.513,0.84,3.847,7.601,97,27
1/6/2018 21:00,0.495,0.79,3.756,7.542,106,26.95
1/6/2018 21:30,0.516,0.84,3.521,3.291,108,27
1/6/2018 22:00,0.52,0.98,3.786,7.041,90,26.95
1/6/2018 22:30,0.515,0.98,3.634,7.525,91,26.9
1/6/2018 23:00,0.505,0.9,3.775,7.279,88,26.9
1/6/2018 23:30,0.522,0.9,3.853,7.871,92,26.85
1/7/2018 0:00,0.517,0.78,3.902,3.424,99,26.8
1/7/2018 0:30,0.519,1.01,4.084,8.886,95,26.8
1/7/2018 1:00,0.502,0.79,3.989,11.423,109,26.8
1/7/2018 1:30,0.485,0.74,4.156,7.289,81,26.8
1/7/2018 2:00,0.479,0.79,4.052,7.268,108,26.75
1/7/2018 2:30,0.509,0.8,4.5,7.297,81,26.75
1/7/2018 3:00,0.533,0.91,4.452,7.512,85,26.75
1/7/2018 3:30,0.503,0.75,4.499,12.091,95,26.7
1/7/2018 4:00,0.534,0.81,4.333,5.223,90,26.7
1/7/2018 4:30,0.514,0.87,4.304,6.353,91,26.7
1/7/2018 5:00,0.526,0.88,4.542,4.295,99,26.7
1/7/2018 5:30,0.553,0.97,4.208,4.224,80,26.6
1/7/2018 6:00,0.548,0.99,4.319,4.501,73,26.6
1/7/2018 6:30,0.494,0.86,4.184,11.353,78,26.5
1/7/2018 7:00,0.5,0.94,4.261,4.239,83,26.5
1/7/2018 7:30,0.499,0.82,4.311,4.598,74,26.6
1/7/2018 8:00,0.483,0.97,4.346,4.59,78,26.65
1/7/2018 8:30,0.508,0.9,4.415,4.211,88,26.75
1/7/2018 9:00,0.487,0.75,4.418,6.818,88,26.9
1/7/2018 9:30,0.494,0.72,4.549,6.554,94,27.05
1/7/2018 10:00,0.518,1.05,4.482,3.959,91,27.2
1/7/2018 10:30,0.504,0.84,4.564,6.801,88,26.95
1/7/2018 11:00,0.477,0.72,4.802,6.366,84,27.65
1/7/2018 11:30,0.486,0.82,4.837,5.051,91,27.65
1/7/2018 12:00,0.468,0.7,4.916,4.817,91,29.05
1/7/2018 12:30,0.518,0.89,4.821,4.495,87,29.25
1/7/2018 13:00,0.526,0.92,5.158,5.166,83,28.6
1/7/2018 13:30,0.499,0.83,4.886,5.231,85,28.6
1/7/2018 14:00,0.5,0.9,5.083,5.065,94,28.3
1/7/2018 14:30,0.501,0.76,4.802,5.064,94,27.95
1/7/2018 15:00,0.512,0.79,4.736,5.244,106,27.8
1/7/2018 15:30,0.531,0.99,4.749,8.175,84,27.65
1/7/2018 16:00,0.511,0.81,4.663,11.412,84,27.55
1/7/2018 16:30,0.524,1,4.425,5.077,90,27.45
1/7/2018 17:00,0.503,0.87,4.287,5.33,87,27.25
1/7/2018 17:30,0.53,0.88,4.381,5.095,97,27.1
1/7/2018 18:00,0.499,0.79,4.155,5.453,81,27.1
1/7/2018 18:30,0.533,0.9,4.108,5.183,90,27.1
1/7/2018 19:00,0.533,1,4.042,11.344,91,27
1/7/2018 19:30,0.537,0.9,3.982,5.504,98,27
1/7/2018 20:00,0.53,0.9,3.993,9.354,102,27
1/7/2018 20:30,0.557,0.91,3.792,11.33,95,26.9
1/7/2018 21:00,0.591,1.08,3.854,11.43,102,26.85
1/7/2018 21:30,0.576,0.98,3.896,2.962,75,26.85
1/7/2018 22:00,0.574,1.04,3.624,3.041,120,26.8
1/7/2018 22:30,0.638,1.07,3.953,10.229,45,26.85
1/7/2018 23:00,0.629,1.07,3.828,10.247,101,26.8
1/7/2018 23:30,0.616,0.99,4.135,9.906,91,26.8
1/8/2018 0:00,0.658,1.05,4.041,10.762,113,26.75
1/8/2018 0:30,0.61,1.13,3.912,9.039,104,26.75
1/8/2018 1:00,0.642,1.06,4.071,10.19,98,26.75
1/8/2018 1:30,0.629,1.14,4.058,10.185,111,26.75
1/8/2018 2:00,0.636,1.09,4.29,9.755,123,26.7
1/8/2018 2:30,0.639,1.22,4.145,9.73,98,26.7
1/8/2018 3:00,0.657,0.98,4.084,4.477,102,26.7
1/8/2018 3:30,0.717,1.14,4.502,8.93,95,26.7
1/8/2018 4:00,0.671,1.03,4.227,8.603,95,26.7
1/8/2018 4:30,0.682,1.22,4.524,9.366,91,26.7
1/8/2018 5:00,0.687,1.11,4.686,8.824,91,26.7
1/8/2018 5:30,0.721,1.15,4.743,9.266,90,26.7
1/8/2018 6:00,0.762,1.27,5.014,8.65,85,26.65
1/8/2018 6:30,0.764,1.22,4.901,9.734,85,26.65
1/8/2018 7:00,0.76,1.27,4.953,9.461,83,26.6
1/8/2018 7:30,0.746,1.28,4.947,9.186,92,26.6
1/8/2018 8:00,0.714,1.32,4.937,9.723,94,26.65
1/8/2018 8:30,0.691,1.24,4.868,8.935,92,26.65
1/8/2018 9:00,0.646,1.07,4.917,8.932,88,26.85
1/8/2018 9:30,0.631,1.03,4.985,9.32,87,27
1/8/2018 10:00,0.601,0.91,4.882,8.103,88,27.25
1/8/2018 10:30,0.572,0.94,4.945,5.376,87,27.7
1/8/2018 11:00,0.606,0.92,4.93,8.869,80,27.85
1/8/2018 11:30,0.56,0.88,4.764,7.546,92,27.8
1/8/2018 12:00,0.556,0.85,4.63,8.159,94,28.15
1/8/2018 12:30,0.565,0.97,4.664,4.488,81,27.95
1/8/2018 13:00,0.551,0.84,4.439,4.994,80,27.7
1/8/2018 13:30,0.622,1.06,4.522,5.026,81,27.4
1/8/2018 14:00,0.604,1.07,4.365,4.598,80,27.45
1/8/2018 14:30,0.595,1.06,4.223,4.932,84,27.3
1/8/2018 15:00,0.647,1.09,4.389,4.795,81,27.4
1/8/2018 15:30,0.664,1.36,4.212,5.303,77,27.25
1/8/2018 16:00,0.673,1.29,4.087,4.695,71,27.25
1/8/2018 16:30,0.705,1.24,3.847,5.626,73,27.25
1/8/2018 17:00,0.744,1.15,4.158,4.916,77,27.2
1/8/2018 17:30,0.76,1.42,3.88,3.959,80,27.15
1/8/2018 18:00,0.835,1.56,4.166,3.811,71,27.1
1/8/2018 18:30,0.85,1.53,4.013,4.296,66,27.05
1/8/2018 19:00,0.85,1.5,4.031,4.94,75,27.1
1/8/2018 19:30,0.912,1.44,4.061,4.72,61,27.1
1/8/2018 20:00,0.864,1.42,3.966,3.929,67,27
1/8/2018 20:30,0.908,1.34,3.986,4.559,45,27
1/8/2018 21:00,0.897,1.65,4.028,4.213,71,26.9
1/8/2018 21:30,0.897,1.53,4.019,4.816,75,26.9
1/8/2018 22:00,0.855,1.56,3.84,3.884,59,26.85
1/8/2018 22:30,0.877,1.85,3.891,4.722,38,26.85
1/8/2018 23:00,0.874,1.88,3.824,4.286,49,26.85
1/8/2018 23:30,0.894,1.53,4.003,4.112,36,26.8
1/9/2018 0:00,0.937,1.71,4.069,4.043,43,26.85
1/9/2018 0:30,0.925,1.61,3.936,4.17,39,26.85
1/9/2018 1:00,0.981,1.64,4.165,4.537,39,26.85
1/9/2018 1:30,0.87,1.453,4.029,4.517,49,26.85
1/9/2018 2:00,0.862,1.28,4.011,4.705,52,26.8
1/9/2018 2:30,0.904,1.72,4.07,4.134,56,26.7
1/9/2018 3:00,0.874,1.36,4.074,4.295,60,26.65
1/9/2018 3:30,0.82,1.42,3.942,5.075,70,26.7
1/9/2018 4:00,0.778,1.18,4.064,4.474,52,26.7
1/9/2018 4:30,0.768,1.43,4.026,4.384,46,26.65
1/9/2018 5:00,0.787,1.43,4.122,4.315,49,26.7
1/9/2018 5:30,0.733,1.43,4.304,4.597,60,26.7
1/9/2018 6:00,0.774,1.12,4.374,4.216,36,26.75
1/9/2018 6:30,0.721,0.99,4.504,4.581,45,26.8
1/9/2018 7:00,0.714,1.34,4.414,4.11,45,26.8
1/9/2018 7:30,0.673,1.24,4.451,4.287,35,26.85
1/9/2018 8:00,0.678,1.09,4.402,4.168,39,26.9
1/9/2018 8:30,0.631,0.96,4.348,3.979,49,26.95
1/9/2018 9:00,0.652,1.22,4.631,6.184,52,27.1
1/9/2018 9:30,0.662,1.08,4.594,5.676,68,27.25
1/9/2018 10:00,0.641,1.04,4.472,6.034,66,27.5
1/9/2018 10:30,0.612,1.09,4.464,5.644,73,27.8
1/9/2018 11:00,0.605,1.15,4.503,5.754,68,27.65
1/9/2018 11:30,0.6,1.07,4.438,4.702,70,27.55
1/9/2018 12:00,0.581,0.92,4.382,5.465,66,27.55
1/9/2018 12:30,0.595,0.96,4.31,5.212,71,27.5
1/9/2018 13:00,0.586,1.02,4.354,5.817,71,27.5
1/9/2018 13:30,0.629,1,4.258,5.47,75,27.45
1/9/2018 14:00,0.632,0.97,4.124,5.774,71,27.35
1/9/2018 14:30,0.693,1.62,4.135,5.782,70,27.35
1/9/2018 15:00,0.641,1.23,3.997,5.659,70,27.35
1/9/2018 15:30,0.624,0.94,4.016,5.033,68,27.3
1/9/2018 16:00,0.657,1.22,3.982,5.601,71,27.3
1/9/2018 16:30,0.66,1.2,3.88,6.023,63,27.3
1/9/2018 17:00,0.7,1.15,3.944,5.512,73,27.25
1/9/2018 17:30,0.718,1.17,3.957,6.303,64,27.2
1/9/2018 18:00,0.753,1.1,4.04,5.799,66,27.2
1/9/2018 18:30,0.755,1.16,3.976,6.375,73,27.15
1/9/2018 19:00,0.799,1.46,4.147,5.791,57,27.15
