'IDCKWCDE41,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for CAPE MORETON LIGHTHOUSE Queensland for November 2012,,,,,,,,,,
Issued at 22:38 GMT on Saturday 01 December 2012,,,,,,,,,,
© Copyright Commonwealth of Australia 2012 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
CAPE MORETON LIGHTHOUSE,01/11/2012,5.3,0.0, ,25.8,19.0,94,68,7.12,30.11
CAPE MORETON LIGHTHOUSE,02/11/2012,5.5,0.0, ,25.2,20.3,93,64,12.86,29.14
CAPE MORETON LIGHTHOUSE,03/11/2012,6.0,0.0, ,24.4,18.8,81,54,9.21,26.14
CAPE MORETON LIGHTHOUSE,04/11/2012,6.6,0.0, ,25.3,19.6,74,50,6.65,29.45
CAPE MORETON LIGHTHOUSE,05/11/2012,6.3,0.0, ,25.2,19.2,74,54,6.44,29.52
CAPE MORETON LIGHTHOUSE,06/11/2012,6.4,0.0, ,25.2,19.3,73,56,6.72,29.83
CAPE MORETON LIGHTHOUSE,07/11/2012,5.7,0.0, ,26.1,19.8,84,59,5.64,26.92
CAPE MORETON LIGHTHOUSE,08/11/2012,5.4,1.2, ,24.9,20.2,94,66,7.93,30.80
CAPE MORETON LIGHTHOUSE,09/11/2012,5.8,0.0, ,26.5,20.9,90,64,7.43,29.56
CAPE MORETON LIGHTHOUSE,10/11/2012,3.0,0.0, ,22.4,21.2,96,81,6.91,16.33
CAPE MORETON LIGHTHOUSE,11/11/2012,4.7,24.6, ,22.5,17.4,99,59,16.32,24.06
CAPE MORETON LIGHTHOUSE,12/11/2012,7.0,0.4, ,24.2,17.1,82,43,11.00,31.25
CAPE MORETON LIGHTHOUSE,13/11/2012,6.3,0.0, ,24.5,18.1,71,51,4.51,31.49
CAPE MORETON LIGHTHOUSE,14/11/2012,6.0,0.0, ,24.4,19.8,82,62,7.41,31.49
CAPE MORETON LIGHTHOUSE,15/11/2012,6.0,0.0, ,24.6,20.1,84,64,10.26,31.60
CAPE MORETON LIGHTHOUSE,16/11/2012,5.4,0.0, ,25.0,20.2,90,72,10.79,31.71
CAPE MORETON LIGHTHOUSE,17/11/2012,4.6,0.0, ,25.7,21.5,95,74,6.36,24.49
CAPE MORETON LIGHTHOUSE,18/11/2012,3.4,11.0, ,24.7,18.7,96,79,7.36,18.41
CAPE MORETON LIGHTHOUSE,19/11/2012,5.1,51.8, ,26.6,16.6,99,74,7.42,32.01
CAPE MORETON LIGHTHOUSE,20/11/2012,6.9,0.0, ,23.1,19.8,80,51,13.68,31.93
CAPE MORETON LIGHTHOUSE,21/11/2012,5.5,0.0, ,24.9,18.5,92,68,8.70,32.11
CAPE MORETON LIGHTHOUSE,22/11/2012,6.1,0.0, ,26.7,20.2,85,61,4.90,31.25
CAPE MORETON LIGHTHOUSE,23/11/2012,6.5,0.0, ,27.1,21.8,76,60,5.59,30.05
CAPE MORETON LIGHTHOUSE,24/11/2012,6.6,0.0, ,25.8,21.1,75,55,6.62,30.08
CAPE MORETON LIGHTHOUSE,25/11/2012,6.9,0.0, ,27.0,20.9,74,56,5.36,32.47
CAPE MORETON LIGHTHOUSE,26/11/2012,6.9,0.0, ,27.2,21.5,75,52,4.90,32.09
CAPE MORETON LIGHTHOUSE,27/11/2012,6.5,0.0, ,27.4,22.3,81,64,5.96,31.98
CAPE MORETON LIGHTHOUSE,28/11/2012,6.5,0.0, ,27.5,21.8,85,62,5.57,32.33
CAPE MORETON LIGHTHOUSE,29/11/2012,6.9,0.0, ,27.9,22.0,78,58,4.72,32.69
CAPE MORETON LIGHTHOUSE,30/11/2012,6.7,0.0, ,27.9,22.0,85,61,5.18,32.79
Totals:,,176.5,89, ,,,,,, 
