'IDCKWCDE41,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for CAPE MORETON LIGHTHOUSE Queensland for May 2014,,,,,,,,,,
Issued at 22:31 GMT on Sunday 01 June 2014,,,,,,,,,,
© Copyright Commonwealth of Australia 2014 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
CAPE MORETON LIGHTHOUSE,01/05/2014,2.8, , ,24.0,19.1,94,70,4.16,14.84
CAPE MORETON LIGHTHOUSE,02/05/2014,2.3, , ,23.1,19.9,93,74,7.07,6.84
CAPE MORETON LIGHTHOUSE,03/05/2014,4.0, , ,19.1,16.7,84,38,7.28,13.58
CAPE MORETON LIGHTHOUSE,04/05/2014,4.8, , ,19.2,12.1,58,37,7.80,16.44
CAPE MORETON LIGHTHOUSE,05/05/2014,4.0, , ,20.8,13.6,63,39,4.61,16.30
CAPE MORETON LIGHTHOUSE,06/05/2014,3.9, , ,21.3,13.1,69,38,4.44,17.03
CAPE MORETON LIGHTHOUSE,07/05/2014,3.4, , ,22.0,15.4,89,56,7.39,11.82
CAPE MORETON LIGHTHOUSE,08/05/2014,2.9, , ,20.6,15.4,97,61,12.20,6.72
CAPE MORETON LIGHTHOUSE,09/05/2014,5.1, , ,23.1,16.4,74,51,11.88,15.06
CAPE MORETON LIGHTHOUSE,10/05/2014,3.4, , ,24.2,19.0,88,56,7.36,8.09
CAPE MORETON LIGHTHOUSE,11/05/2014,3.3, , ,24.2,17.5,84,54,3.76,15.80
CAPE MORETON LIGHTHOUSE,12/05/2014,3.7, , ,23.1,18.7,87,61,8.11,15.46
CAPE MORETON LIGHTHOUSE,13/05/2014,3.2, , ,22.1,16.1,94,65,10.81,14.80
CAPE MORETON LIGHTHOUSE,14/05/2014,3.1, , ,22.9,16.7,92,65,11.47,7.57
CAPE MORETON LIGHTHOUSE,15/05/2014,4.5, , ,23.0,17.5,80,57,11.79,14.96
CAPE MORETON LIGHTHOUSE,16/05/2014,4.6, , ,23.5,19.8,77,56,11.20,11.87
CAPE MORETON LIGHTHOUSE,17/05/2014,4.5, , ,22.9,18.3,82,50,10.40,13.46
CAPE MORETON LIGHTHOUSE,18/05/2014,5.0, , ,23.6,19.4,70,50,9.79,12.57
CAPE MORETON LIGHTHOUSE,19/05/2014,4.0, , ,23.8,18.4,77,50,7.09,8.78
CAPE MORETON LIGHTHOUSE,20/05/2014,3.4, , ,24.8,19.1,82,50,4.07,13.18
CAPE MORETON LIGHTHOUSE,21/05/2014,2.2, , ,22.9,17.9,97,72,4.36,11.59
CAPE MORETON LIGHTHOUSE,22/05/2014,2.8, , ,24.3,17.2,96,65,4.94,14.01
CAPE MORETON LIGHTHOUSE,23/05/2014,2.4, , ,24.2,18.5,89,68,4.81,8.68
CAPE MORETON LIGHTHOUSE,24/05/2014,3.2, , ,24.5,18.7,88,55,4.37,14.48
CAPE MORETON LIGHTHOUSE,25/05/2014,3.1, , ,25.7,17.5,90,49,3.28,14.66
CAPE MORETON LIGHTHOUSE,26/05/2014,2.7, , ,24.1,18.3,93,65,3.76,14.47
CAPE MORETON LIGHTHOUSE,27/05/2014,2.8, , ,23.9,19.0,88,68,4.31,14.37
CAPE MORETON LIGHTHOUSE,28/05/2014,2.9, , ,24.0,19.2,87,71,5.68,14.20
CAPE MORETON LIGHTHOUSE,29/05/2014,3.3, , ,24.7,20.2,89,62,6.21,14.22
CAPE MORETON LIGHTHOUSE,30/05/2014,3.3, , ,23.0,20.6,84,62,8.82,7.52
CAPE MORETON LIGHTHOUSE,31/05/2014,3.5, , ,23.4,20.5,82,62,7.65,11.67
Totals:,,108.1, , ,,,,,, 
