'IDCKWCDE41,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for CAPE MORETON LIGHTHOUSE Queensland for July 2012,,,,,,,,,,
Issued at 22:38 GMT on Wednesday 01 August 2012,,,,,,,,,,
© Copyright Commonwealth of Australia 2012 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
CAPE MORETON LIGHTHOUSE,01/07/2012,3.0,0.0, ,21.7,15.2,90,49,4.88,12.88
CAPE MORETON LIGHTHOUSE,02/07/2012,3.4,0.0, ,17.3,10.6,60,42,5.34,13.17
CAPE MORETON LIGHTHOUSE,03/07/2012,3.2,0.0, ,17.6,10.0,70,35,4.53,13.22
CAPE MORETON LIGHTHOUSE,04/07/2012,3.5,0.0, ,17.8,10.5,68,34,5.39,13.26
CAPE MORETON LIGHTHOUSE,05/07/2012,3.8,0.0, ,17.8,12.4,75,50,10.51,13.21
CAPE MORETON LIGHTHOUSE,06/07/2012,3.3,0.0, ,18.3,13.0,82,61,12.33,12.90
CAPE MORETON LIGHTHOUSE,07/07/2012,3.7,0.0, ,19.5,14.2,85,50,11.38,7.65
CAPE MORETON LIGHTHOUSE,08/07/2012,3.9,0.2, ,20.7,15.3,83,49,10.10,9.93
CAPE MORETON LIGHTHOUSE,09/07/2012,4.0,0.0, ,20.5,15.5,83,48,9.93,13.20
CAPE MORETON LIGHTHOUSE,10/07/2012,3.1,0.2, ,19.6,15.2,86,60,11.70,5.01
CAPE MORETON LIGHTHOUSE,11/07/2012,1.8,25.0, ,20.6,16.6,99,73,4.88,8.48
CAPE MORETON LIGHTHOUSE,12/07/2012,1.6,2.6, ,22.1,17.4,97,88,8.00,9.69
CAPE MORETON LIGHTHOUSE,13/07/2012,0.9,6.8, ,20.3,19.2,100,94,8.99,6.07
CAPE MORETON LIGHTHOUSE,14/07/2012,1.9,4.0, ,21.3,18.1,100,70,4.79,9.06
CAPE MORETON LIGHTHOUSE,15/07/2012,2.8,0.4, ,18.0,15.8,81,50,5.30,8.29
CAPE MORETON LIGHTHOUSE,16/07/2012,3.3,0.2, ,20.0,11.9,91,54,9.59,13.06
CAPE MORETON LIGHTHOUSE,17/07/2012,3.2,1.6, ,20.9,15.6,92,58,9.46,12.01
CAPE MORETON LIGHTHOUSE,18/07/2012,2.2,0.2, ,20.9,16.2,98,65,5.24,10.02
CAPE MORETON LIGHTHOUSE,19/07/2012,2.4,5.6, ,19.3,14.0,99,62,6.04,14.27
CAPE MORETON LIGHTHOUSE,20/07/2012,3.7,0.0, ,18.5,11.9,73,49,8.15,14.43
CAPE MORETON LIGHTHOUSE,21/07/2012,3.9,0.0, ,19.0,13.6,78,52,10.82,14.38
CAPE MORETON LIGHTHOUSE,22/07/2012,3.9,0.0, ,18.7,13.9,76,54,11.38,14.24
CAPE MORETON LIGHTHOUSE,23/07/2012,3.5,0.0, ,18.3,13.2,76,60,10.35,14.15
CAPE MORETON LIGHTHOUSE,24/07/2012,3.1,0.2, ,18.9,13.2,93,57,9.38,14.62
CAPE MORETON LIGHTHOUSE,25/07/2012,2.8,11.4, ,20.0,13.1,94,59,7.39,11.70
CAPE MORETON LIGHTHOUSE,26/07/2012,2.4,13.6, ,19.3,14.2,89,62,4.26,12.31
CAPE MORETON LIGHTHOUSE,27/07/2012,3.2,0.2, ,20.9,15.2,82,51,5.37,12.54
CAPE MORETON LIGHTHOUSE,28/07/2012,3.8,5.6, ,17.1,11.2,65,45,7.09,15.30
CAPE MORETON LIGHTHOUSE,29/07/2012,3.2,0.0, ,17.8,10.4,74,45,4.84,15.35
CAPE MORETON LIGHTHOUSE,30/07/2012,3.5,0.0, ,19.8,11.8,83,43,5.40,15.55
CAPE MORETON LIGHTHOUSE,31/07/2012,4.1,0.0, ,17.3,12.7,67,42,7.83,15.69
Totals:,,96.1,77.8, ,,,,,, 
