'IDCKWCDE41,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for CAPE MORETON LIGHTHOUSE Queensland for January 2011,,,,,,,,,,
Issued at 22:35 GMT on Tuesday 01 February 2011,,,,,,,,,,
© Copyright Commonwealth of Australia 2011 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
CAPE MORETON LIGHTHOUSE,01/01/2011,3.3,1.8, ,27.0,22.6,100,78,10.62,15.27
CAPE MORETON LIGHTHOUSE,02/01/2011,5.3,0.4, ,28.3,23.2,95,75,6.04,27.80
CAPE MORETON LIGHTHOUSE,03/01/2011,5.9,0.0, ,28.5,23.4,95,71,6.60,30.72
CAPE MORETON LIGHTHOUSE,04/01/2011,6.0,0.2, ,27.7,22.5,90,70,8.69,30.79
CAPE MORETON LIGHTHOUSE,05/01/2011,4.7,0.0, ,27.8,23.6,96,70,6.51,21.29
CAPE MORETON LIGHTHOUSE,06/01/2011,3.0,35.0, ,25.8,19.9,99,71,6.49,10.99
CAPE MORETON LIGHTHOUSE,07/01/2011,4.2,24.8, ,26.1,18.5,99,68,14.51,17.44
CAPE MORETON LIGHTHOUSE,08/01/2011,3.3,0.0, ,25.6,22.0,97,75,12.32,12.46
CAPE MORETON LIGHTHOUSE,09/01/2011,2.6,11.2, ,26.2,21.3,100,84,15.45,12.83
CAPE MORETON LIGHTHOUSE,10/01/2011,1.9,26.2, ,26.1,23.0,100,90,16.23,10.59
CAPE MORETON LIGHTHOUSE,11/01/2011,1.3,0.6, ,27.2,23.9,99,90,14.83,1.93
CAPE MORETON LIGHTHOUSE,12/01/2011,5.3,7.0, ,27.6,23.8,90,77,11.38,27.75
CAPE MORETON LIGHTHOUSE,13/01/2011,6.1,0.0, ,27.0,22.7,86,67,10.39,28.93
CAPE MORETON LIGHTHOUSE,14/01/2011,7.1,0.0, ,27.5,23.4,78,62,10.54,31.29
CAPE MORETON LIGHTHOUSE,15/01/2011,6.9, , ,27.4,23.4,76,59,8.83,27.94
CAPE MORETON LIGHTHOUSE,16/01/2011,6.0,0.0, ,27.1,22.3,87,66,9.40,28.19
CAPE MORETON LIGHTHOUSE,17/01/2011,7.3,0.6, ,28.9,20.5,88,44,5.71,32.36
CAPE MORETON LIGHTHOUSE,18/01/2011,6.2, , ,29.7,23.2,92,71,4.49,30.93
CAPE MORETON LIGHTHOUSE,19/01/2011,5.3,0.0, ,30.4,25.3,96,72,8.16,24.30
CAPE MORETON LIGHTHOUSE,20/01/2011,5.5,13.8, ,28.6,21.3,99,66,9.46,27.13
CAPE MORETON LIGHTHOUSE,21/01/2011,4.4,15.8, ,25.6,20.5,97,69,10.31,21.09
CAPE MORETON LIGHTHOUSE,22/01/2011,6.1,6.6, ,26.1,20.7,89,55,11.62,24.38
CAPE MORETON LIGHTHOUSE,23/01/2011,5.6,1.6, ,26.1,20.8,90,62,10.67,24.90
CAPE MORETON LIGHTHOUSE,24/01/2011,7.1,0.0, ,28.4,21.7,78,49,5.34,31.41
CAPE MORETON LIGHTHOUSE,25/01/2011,6.8,0.0, ,27.9,23.1,75,58,4.88,31.37
CAPE MORETON LIGHTHOUSE,26/01/2011,6.7,0.0, ,28.3,23.0,78,63,5.73,31.23
CAPE MORETON LIGHTHOUSE,27/01/2011,6.7,0.0, ,28.0,23.3,79,64,6.48,30.97
CAPE MORETON LIGHTHOUSE,28/01/2011,6.6,0.0, ,28.1,22.8,80,64,8.06,29.69
CAPE MORETON LIGHTHOUSE,29/01/2011,5.8,0.2, ,26.4,22.3,96,62,15.67,27.70
CAPE MORETON LIGHTHOUSE,30/01/2011,5.3,0.0, ,27.4,21.6,93,67,11.61,24.54
CAPE MORETON LIGHTHOUSE,31/01/2011,6.1,0.0, ,29.1,24.0,84,67,8.05,26.33
Totals:,,164.4,145.8, ,,,,,, 
