'IDCKWCDE41,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for CAPE MORETON LIGHTHOUSE Queensland for December 2015,,,,,,,,,,
Issued at 22:31 GMT on Friday 01 January 2016,,,,,,,,,,
© Copyright Commonwealth of Australia 2015 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
CAPE MORETON LIGHTHOUSE,01/12/2015,5.0,0.0, ,28.1,23.4,98,76,7.41,26.73
CAPE MORETON LIGHTHOUSE,02/12/2015,2.4,0.0, ,26.6,23.5,100,81,4.90,9.90
CAPE MORETON LIGHTHOUSE,03/12/2015,4.0,5.0, ,22.8,21.0,99,64,14.69,17.77
CAPE MORETON LIGHTHOUSE,04/12/2015,5.1,3.6, ,24.2,18.7,92,62,12.34,24.30
CAPE MORETON LIGHTHOUSE,05/12/2015,5.9,2.2, ,24.9,19.0,85,61,10.28,29.14
CAPE MORETON LIGHTHOUSE,06/12/2015,6.2,0.0, ,25.9,20.0,84,63,8.48,31.08
CAPE MORETON LIGHTHOUSE,07/12/2015,6.4,0.0, ,27.9,22.1,79,63,7.63,28.04
CAPE MORETON LIGHTHOUSE,08/12/2015,6.1,0.0, ,28.0,22.2,79,61,5.59,26.93
CAPE MORETON LIGHTHOUSE,09/12/2015,6.0,0.0, ,28.0,22.7,84,64,5.77,27.41
CAPE MORETON LIGHTHOUSE,10/12/2015,5.3,0.0, ,28.1,23.0,91,66,6.12,23.87
CAPE MORETON LIGHTHOUSE,11/12/2015,5.4,0.0, ,27.7,22.9,94,74,7.86,28.23
CAPE MORETON LIGHTHOUSE,12/12/2015,1.7,1.8, ,25.0,21.7,99,77,6.31,2.81
CAPE MORETON LIGHTHOUSE,13/12/2015,5.6,22.8, ,26.5,18.6,99,61,9.70,28.83
CAPE MORETON LIGHTHOUSE,14/12/2015,6.7,0.0, ,27.1,21.7,76,58,6.17,30.70
CAPE MORETON LIGHTHOUSE,15/12/2015,6.3,0.0, ,27.6,21.7,78,59,5.15,28.55
CAPE MORETON LIGHTHOUSE,16/12/2015,5.1,0.0, ,27.6,22.0,74,56,6.92,13.16
CAPE MORETON LIGHTHOUSE,17/12/2015,6.9,0.0, ,27.3,22.2,77,57,10.09,27.09
CAPE MORETON LIGHTHOUSE,18/12/2015,6.8,0.0, ,27.3,22.2,73,57,8.06,27.31
CAPE MORETON LIGHTHOUSE,19/12/2015,7.4,0.0, ,29.0,22.0,75,53,6.54,31.48
CAPE MORETON LIGHTHOUSE,20/12/2015,6.4,0.0, ,29.2,22.4,78,58,7.05,24.13
CAPE MORETON LIGHTHOUSE,21/12/2015,7.1,0.4, ,29.0,22.7,79,53,5.76,30.33
CAPE MORETON LIGHTHOUSE,22/12/2015,5.9,0.0, ,28.5,22.5,80,59,5.38,24.28
CAPE MORETON LIGHTHOUSE,23/12/2015,7.2,0.0, ,29.1,22.7,72,53,5.19,30.31
CAPE MORETON LIGHTHOUSE,24/12/2015,2.6,1.6, ,25.2,21.6,99,72,7.28,7.96
CAPE MORETON LIGHTHOUSE,25/12/2015,4.8,6.8, ,27.0,20.2,93,71,8.84,23.02
CAPE MORETON LIGHTHOUSE,26/12/2015,6.0,0.0, ,28.1,20.3,93,64,5.35,30.22
CAPE MORETON LIGHTHOUSE,27/12/2015,2.4,0.0, ,27.1,24.1,100,84,7.31,10.77
CAPE MORETON LIGHTHOUSE,28/12/2015,4.7,16.4, ,24.3,21.1,94,66,17.07,21.06
CAPE MORETON LIGHTHOUSE,29/12/2015,5.3,0.2, ,23.6,19.4,92,60,14.31,25.24
CAPE MORETON LIGHTHOUSE,30/12/2015,5.9,2.8, ,24.6,18.2,91,57,11.80,29.71
CAPE MORETON LIGHTHOUSE,31/12/2015,5.7,0.8, ,25.3,19.7,90,55,13.51,21.70
Totals:,,168.3,64.4, ,,,,,, 
