"Date/Time","Hs","Hmax","Tz","Tp","Dir_Tp TRUE","SST"
2016-01-01T00:30:00,  2.3065,  4.1900,  6.4366, 11.4048,  0.0000,  0.0000
2016-01-01T01:00:00,  2.3068,  3.6500,  6.6030, 10.8033,118.0000, 24.8000
2016-01-01T01:30:00,  2.2561,  3.2800,  6.2727, 11.4334,113.0000, 24.8000
2016-01-01T02:00:00,  2.3213,  3.5900,  6.7013, 10.1568,119.0000, 24.8000
2016-01-01T02:30:00,  2.3276,  3.5369,  6.3829, 10.1095,118.0000, 24.7500
2016-01-01T03:00:00,  2.2765,  3.6800,  6.8165, 10.3412,112.0000, 24.7500
2016-01-01T03:30:00,  2.2817,  3.4300,  6.6164, 10.9053,116.0000, 24.7500
2016-01-01T04:00:00,  2.2411,  4.2109,  6.5075,  9.7004,115.0000, -5.0000
2016-01-01T04:30:00,  2.2107,  3.7700,  6.5380,  8.5603,109.0000, 24.7000
2016-01-01T05:00:00,  2.2886,  4.5700,  6.8026,  9.6738,116.0000, 24.7000
2016-01-01T05:30:00,  2.2374,  3.8700,  6.6708,  9.8658,112.0000, -5.0000
2016-01-01T06:00:00,  2.2104,  3.3400,  6.2673,  8.2213,116.0000, 24.7000
2016-01-01T06:30:00,  2.2025,  4.0100,  6.7092,  8.9050,118.0000, 24.7000
2016-01-01T07:00:00,  2.1159,  3.3732,  6.5022,  8.9390,112.0000, 24.7000
2016-01-01T07:30:00,  2.1414,  3.4100,  6.3875,  8.7784,118.0000, 24.7000
2016-01-01T08:00:00,  1.9671,  3.0500,  6.5134,  8.1220,111.0000, 24.7000
2016-01-01T08:30:00,  2.1106,  3.1800,  6.7683,  8.0204,118.0000, 24.7000
2016-01-01T09:00:00,  2.1011,  3.6700,  6.6522,  7.8450,128.0000, 24.7500
2016-01-01T09:30:00,  2.1029,  3.2400,  6.7580,  8.1878,116.0000, 24.7500
2016-01-01T10:00:00,  1.9826,  3.1800,  6.3219,  8.8239,116.0000, 24.7000
2016-01-01T10:30:00,  2.0990,  3.3000,  6.7117,  7.6429,113.0000, 24.7000
2016-01-01T11:00:00,  1.9967,  3.1200,  6.5167,  8.9493,120.0000, 24.7500
2016-01-01T11:30:00,  1.8560,  4.2400,  6.0335,  9.9451,113.0000, 24.7500
2016-01-01T12:00:00,  1.9743,  3.5700,  6.4238, 10.1291,118.0000, 24.7500
2016-01-01T12:30:00,  2.0923,  4.0800,  6.9216,  7.5650,122.0000, 24.8000
2016-01-01T13:00:00,  1.9866,  3.3700,  6.4513,  9.5898,125.0000, 24.8000
2016-01-01T13:30:00,  2.0311,  3.0500,  6.5320,  7.6687,118.0000, 24.8500
2016-01-01T14:00:00,  1.8722,  2.7800,  6.4616, 10.5005,115.0000, 24.8500
2016-01-01T14:30:00,  1.9048,  2.6700,  6.4151,  9.6843,119.0000, 24.8500
2016-01-01T15:00:00,  1.9869,  3.1600,  6.2810,  9.3718,123.0000, 24.8500
2016-01-01T15:30:00,  1.9432,  3.7200,  6.2615,  9.8255,120.0000, 24.8500
2016-01-01T16:00:00,  1.9018,  4.1000,  6.0812,  9.2500,119.0000, 24.8000
2016-01-01T16:30:00,  1.8212,  2.8400,  5.9907, 10.2896,119.0000, 24.8000
2016-01-01T17:00:00,  1.8122,  3.0600,  5.8918, 10.8022,109.0000, 24.8000
2016-01-01T17:30:00,  1.7071,  2.7100,  5.8657,  7.0389,119.0000, 24.7500
2016-01-01T18:00:00,  1.8148,  3.0600,  6.1023,  9.4179,108.0000, 24.7500
2016-01-01T18:30:00,  1.7821,  2.9300,  5.9601,  9.4764,116.0000, 24.7500
2016-01-01T19:00:00,  1.8868,  2.7300,  6.0704,  8.9434,119.0000, 24.7000
2016-01-01T19:30:00,  1.9027,  2.9400,  6.1029,  9.3433,122.0000, 24.7000
2016-01-01T20:00:00,  1.8674,  2.7900,  6.0583, 10.3845,118.0000, 24.7000
2016-01-01T20:30:00,  1.7452,  3.1600,  5.7047,  9.9281,118.0000, 24.7000
2016-01-01T21:00:00,  2.0357,  3.0600,  6.3358,  8.9427,112.0000, 24.7000
2016-01-01T21:30:00,  1.8950,  2.7400,  6.0233,  9.2786,116.0000, 24.7000
2016-01-01T22:00:00,  1.8241,  3.6600,  5.8580,  8.8376,129.0000, 24.6500
2016-01-01T22:30:00,  1.9414,  3.0400,  6.4189,  9.7252,106.0000, 24.6500
2016-01-01T23:00:00,  1.9064,  2.6400,  6.6220,  9.3522,120.0000, 24.6500
2016-01-01T23:30:00,  1.7744,  2.7100,  6.2536,  8.1855,118.0000, 24.6500
2016-01-02T00:00:00,  1.7879,  2.9500,  6.3128, 11.9999,122.0000, 24.6500
2016-01-02T00:30:00,  1.7758,  2.5100,  6.2837, 12.7993,118.0000, 24.6500
2016-01-02T01:00:00,  1.8358,  3.3100,  6.3204, 12.2956, 99.0000, 24.6500
2016-01-02T01:30:00,  1.7912,  2.8400,  6.3599, 11.4633,102.0000, 24.6500
2016-01-02T02:00:00,  2.0257,  3.2000,  6.8005, 11.3674,106.0000, 24.6500
2016-01-02T02:30:00,  2.0029,  3.2100,  7.0228, 11.5360,106.0000, 24.6500
2016-01-02T03:00:00,  1.9727,  3.0900,  6.9129, 11.9329,108.0000, 24.6500
2016-01-02T03:30:00,  1.9316,  3.7200,  7.0651, 12.0268,101.0000, 24.6500
2016-01-02T04:00:00,  2.0640,  3.2400,  7.4233, 12.0181,111.0000, 24.7000
2016-01-02T04:30:00,  1.9339,  3.2800,  7.3983, 11.8870, 99.0000, 24.7000
2016-01-02T05:00:00,  1.9500,  2.9300,  7.3282, 11.9457,106.0000, 24.7000
2016-01-02T05:30:00,  1.9181,  2.7500,  7.1791, 10.9587,104.0000, 24.7000
2016-01-02T06:00:00,  2.0115,  3.1300,  7.3945, 11.5516, 97.0000, 24.6500
2016-01-02T06:30:00,  2.1049,  2.9600,  7.4473, 10.8306,102.0000, 24.6500
2016-01-02T07:00:00,  1.9186,  3.3100,  7.5631, 11.3406,105.0000, 24.7000
2016-01-02T07:30:00,  1.9716,  3.4300,  7.2577, 11.0164,101.0000, 24.7000
2016-01-02T08:00:00,  1.7737,  2.9300,  7.4353, 10.8565,108.0000, 24.7000
2016-01-02T08:30:00,  1.9996,  3.1000,  7.3590, 11.0262,104.0000, 24.7500
2016-01-02T09:00:00,  1.8389,  2.4500,  7.6468, 11.7196,102.0000, 24.8000
2016-01-02T09:30:00,  1.8690,  3.4800,  7.5191, 10.5281,102.0000, 24.8000
2016-01-02T10:00:00,  1.7800,  2.6500,  7.4984, 10.7627,105.0000, 24.8500
2016-01-02T10:30:00,  1.8237,  2.6700,  7.5148, 10.9876,101.0000, 24.9500
2016-01-02T11:00:00,  1.5568,  3.0900,  6.7928, 11.4925,111.0000, 25.0000
2016-01-02T11:30:00,  1.6772,  2.4700,  7.1441, 11.4401,106.0000, 25.0500
2016-01-02T12:00:00,  1.5401,  2.9200,  6.9764, 11.3680,106.0000, 25.1500
2016-01-02T12:30:00,  1.7891,  2.6100,  6.8610, 10.0244,109.0000, 25.1000
2016-01-02T13:00:00,  1.5747,  2.4500,  6.9057, 11.2179,108.0000, 25.1000
2016-01-02T13:30:00,  1.4393,  2.3800,  6.5656, 10.6917,111.0000, 25.1500
2016-01-02T14:00:00,  1.5277,  2.4100,  6.7727, 11.9045,116.0000, 25.1500
2016-01-02T14:30:00,  1.4501,  2.2700,  6.6088,  8.9522,109.0000, 25.1500
