Date/Time,Hs,Hmax,Tz,Tp,Peak Direction,SST
1/1/2017 0:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
1/1/2017 0:30,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
1/1/2017 1:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
1/1/2017 1:30,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
1/1/2017 2:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
1/1/2017 2:30,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
1/1/2017 3:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
1/1/2017 3:30,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
1/1/2017 4:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
1/1/2017 4:30,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
1/1/2017 5:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
1/1/2017 5:30,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
1/1/2017 6:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
1/1/2017 6:30,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
1/1/2017 7:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
1/1/2017 7:30,0.686,1.373,4.853,7.278,-99.9,-99.9
1/1/2017 8:00,0.646,1.038,4.77,5.685,-99.9,-99.9
1/1/2017 8:30,0.643,1.18,4.297,7.847,-99.9,-99.9
1/1/2017 9:00,0.672,1.25,4.237,5.317,-99.9,-99.9
1/1/2017 9:30,0.646,1.24,4.165,4.608,-99.9,-99.9
1/1/2017 10:00,0.653,1.01,4.314,6.603,-99.9,-99.9
1/1/2017 10:30,0.672,1.23,4.037,5.588,-99.9,-99.9
1/1/2017 11:00,0.635,0.99,4.018,4.943,-99.9,-99.9
1/1/2017 11:30,0.675,1.17,3.969,5.472,-99.9,-99.9
1/1/2017 12:00,0.724,1.21,3.947,5.215,-99.9,-99.9
1/1/2017 12:30,0.731,1.16,3.913,4.802,-99.9,-99.9
1/1/2017 13:00,0.774,1.25,3.967,6.33,-99.9,-99.9
1/1/2017 13:30,0.813,1.28,4.036,5.504,-99.9,-99.9
1/1/2017 14:00,0.861,1.39,4.021,5.203,-99.9,-99.9
1/1/2017 14:30,0.918,1.44,4.274,3.982,52,26.55
1/1/2017 15:00,0.986,1.88,4.365,4.556,40,26.55
1/1/2017 15:30,1.011,2.11,4.271,5.046,50,26.4
1/1/2017 16:00,1.071,1.93,4.265,4.84,40,26.3
1/1/2017 16:30,1.111,2.16,4.46,4.818,52,26.25
1/1/2017 17:00,1.144,1.939,4.436,4.57,52,26.2
1/1/2017 17:30,1.24,1.96,4.57,5.089,56,26.15
1/1/2017 18:00,1.164,2.16,4.38,4.96,57,26.15
1/1/2017 18:30,1.188,1.99,4.338,5.069,64,26.15
1/1/2017 19:00,1.335,1.99,4.583,5.476,56,26.15
1/1/2017 19:30,1.289,2.02,4.49,5.365,54,26.15
1/1/2017 20:00,1.239,2.41,4.368,5.178,54,26.15
1/1/2017 20:30,1.192,1.95,4.397,5.065,61,26.15
1/1/2017 21:00,1.241,2.32,4.534,5.487,42,26.15
1/1/2017 21:30,1.233,2.15,4.505,5.632,63,26.15
1/1/2017 22:00,1.146,1.77,4.624,5.225,57,26.15
1/1/2017 22:30,1.219,1.95,4.664,5.332,60,26.15
1/1/2017 23:00,1.113,1.68,4.574,5.532,47,26.2
1/1/2017 23:30,1.199,2.02,4.728,5.657,47,26.3
1/2/2017 0:00,1.222,2.09,4.753,5.811,61,26.35
1/2/2017 0:30,1.069,1.77,4.647,6.721,63,26.35
1/2/2017 1:00,1.109,2.1,4.836,5.48,54,26.3
1/2/2017 1:30,1.067,2.18,4.732,5.983,66,26.3
1/2/2017 2:00,1.033,1.61,4.714,6.326,70,26.25
1/2/2017 2:30,1.068,1.85,4.474,5.975,57,26.15
1/2/2017 3:00,1.091,1.93,4.625,5.472,52,26.1
1/2/2017 3:30,1.09,2.13,4.616,5.794,63,26.05
1/2/2017 4:00,1.095,1.88,4.548,5.487,60,26.1
1/2/2017 4:30,1.102,1.76,4.716,5.457,63,26.1
1/2/2017 5:00,1.016,1.68,4.536,5.066,56,26.05
1/2/2017 5:30,1.005,1.84,4.564,5.601,64,26
1/2/2017 6:00,1.064,1.74,4.791,5.966,64,26.05
1/2/2017 6:30,1.033,1.8,4.669,5.354,57,26.1
1/2/2017 7:00,0.99,1.48,4.602,5.417,56,26.1
1/2/2017 7:30,0.948,1.76,4.5,5.199,61,26.1
1/2/2017 8:00,0.93,1.61,4.625,5.963,49,26.15
1/2/2017 8:30,0.872,1.32,4.739,6.128,50,26.15
1/2/2017 9:00,0.871,1.42,4.616,5.336,45,26.15
1/2/2017 9:30,0.852,1.46,4.672,5.936,43,26.15
1/2/2017 10:00,0.746,1.35,4.514,5.63,50,26.2
1/2/2017 10:30,0.814,1.28,4.565,5.785,59,26.35
1/2/2017 11:00,0.778,1.31,4.57,6.326,49,26.35
1/2/2017 11:30,0.794,1.56,4.385,6.17,60,26.55
1/2/2017 12:00,0.801,1.34,4.339,5.797,56,26.55
1/2/2017 12:30,0.795,1.41,4.201,5.831,59,26.6
1/2/2017 13:00,0.844,1.5,4.337,5.637,59,26.75
1/2/2017 13:30,0.805,1.33,4.439,6.439,54,26.75
1/2/2017 14:00,0.811,1.22,4.48,6.26,73,26.9
1/2/2017 14:30,0.83,1.7,4.335,6.32,57,26.9
1/2/2017 15:00,0.857,1.48,4.377,6.35,66,26.8
1/2/2017 15:30,0.917,1.49,4.539,6.33,54,26.55
1/2/2017 16:00,0.932,1.61,4.372,6.273,59,26.55
1/2/2017 16:30,0.968,1.7,4.561,6.39,53,26.35
1/2/2017 17:00,0.964,1.54,4.578,5.466,57,26.4
1/2/2017 17:30,0.951,1.66,4.472,5.482,49,26.35
1/2/2017 18:00,0.929,1.57,4.579,6.126,57,26.3
1/2/2017 18:30,0.996,1.79,4.461,6.186,54,26.3
1/2/2017 19:00,0.926,1.52,4.473,4.202,53,26.35
1/2/2017 19:30,0.979,1.72,4.421,6.224,59,26.35
1/2/2017 20:00,0.948,1.74,4.421,6.349,59,26.35
1/2/2017 20:30,0.899,1.77,4.317,5.253,57,26.35
1/2/2017 21:00,0.903,1.32,4.61,6.178,53,26.3
1/2/2017 21:30,0.897,1.52,4.567,5.956,57,26.3
1/2/2017 22:00,0.892,1.69,4.563,5.965,57,26.3
1/2/2017 22:30,0.882,1.35,4.831,6.334,53,26.3
1/2/2017 23:00,0.852,1.33,4.71,5.649,66,26.25
1/2/2017 23:30,0.835,1.5,4.897,6.236,53,26.2
1/3/2017 0:00,0.958,1.79,4.044,5.45,49,26.2
1/3/2017 0:30,1.005,1.68,3.835,3.736,59,26.15
1/3/2017 1:00,1,1.76,4.016,4.038,154,26.15
1/3/2017 1:30,0.927,1.72,3.948,6.537,53,26.15
1/3/2017 2:00,1.008,1.83,4.064,6.138,53,26.15
1/3/2017 2:30,1.003,1.93,3.953,6.138,45,26.1
1/3/2017 3:00,0.957,1.6,4.042,6.136,52,26.1
1/3/2017 3:30,0.913,1.43,4.154,6.301,54,26.1
1/3/2017 4:00,0.87,1.48,3.887,6.138,46,26.1
1/3/2017 4:30,0.897,1.69,3.675,3.675,137,26.1
1/3/2017 5:00,0.861,1.45,3.877,6.094,151,26.15
1/3/2017 5:30,0.856,1.61,3.749,6.109,40,26.2
1/3/2017 6:00,0.857,1.28,3.75,3.608,154,26.15
1/3/2017 6:30,0.908,1.35,3.775,3.672,149,26.15
1/3/2017 7:00,0.909,1.6,3.746,3.966,157,26.15
1/3/2017 7:30,0.963,1.51,3.96,4.197,156,26.05
1/3/2017 8:00,0.968,1.72,3.915,4.597,147,26.05
1/3/2017 8:30,0.951,1.61,4.007,4.371,150,26.05
1/3/2017 9:00,0.929,1.65,4.09,5.944,147,26.05
1/3/2017 9:30,0.905,1.6,4.14,6.318,67,26.1
1/3/2017 10:00,0.967,1.86,3.97,4.771,67,26.1
1/3/2017 10:30,0.911,1.41,3.985,4.728,120,26.1
1/3/2017 11:00,0.956,1.68,4.062,4.823,135,26.1
1/3/2017 11:30,0.972,1.88,3.965,4.658,129,26.05
1/3/2017 12:00,0.896,1.49,3.947,4.601,122,26.05
1/3/2017 12:30,0.926,1.55,3.98,4.125,120,26.05
1/3/2017 13:00,0.879,1.63,3.896,4.707,136,26.05
1/3/2017 13:30,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
1/3/2017 14:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
1/3/2017 14:30,0.923,1.59,3.837,4.281,129,25.95
1/3/2017 15:00,0.944,1.41,4.09,5.75,120,26
1/3/2017 15:30,0.951,1.67,4.084,5.974,67,26.05
1/3/2017 16:00,0.917,1.49,3.821,5.669,67,26.1
1/3/2017 16:30,0.958,1.688,3.761,5.951,78,26.15
1/3/2017 17:00,1.072,1.998,4.085,6.368,66,26.2
1/3/2017 17:30,1.05,1.81,3.983,5.37,74,26.2
1/3/2017 18:00,1.083,1.955,4.087,5.026,129,26.15
1/3/2017 18:30,1.255,1.932,4.242,4.931,74,26.15
1/3/2017 19:00,1.199,2.25,4.17,4.605,85,26.15
1/3/2017 19:30,1.223,2.18,4.372,4.881,139,26.15
1/3/2017 20:00,1.293,2.11,4.352,5.98,73,26.2
1/3/2017 20:30,1.225,2.35,4.495,5.68,78,26.2
1/3/2017 21:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
1/3/2017 21:30,1.602,2.85,4.223,5.358,95,26.15
1/3/2017 22:00,1.4,2.64,4.37,5.102,-99.9,-99.9
1/3/2017 22:30,1.428,2.63,4.511,5.218,-99.9,-99.9
1/3/2017 23:00,1.349,2.45,4.397,5.686,99,25.85
1/3/2017 23:30,1.279,2.25,4.463,5.817,90,25.85
1/4/2017 0:00,1.363,2.24,4.53,6.132,94,25.85
1/4/2017 0:30,1.455,2.88,4.514,5.918,95,25.85
1/4/2017 1:00,1.369,2.431,4.407,6.019,106,25.8
1/4/2017 1:30,1.401,2.56,4.548,5.172,99,25.8
1/4/2017 2:00,1.323,2.38,4.611,5.641,92,25.75
1/4/2017 2:30,1.282,2.34,4.546,5.767,91,25.75
1/4/2017 3:00,1.222,2.14,4.637,5.037,106,25.75
1/4/2017 3:30,1.16,2.1,4.193,6.127,106,25.7
1/4/2017 4:00,1.197,1.81,4.635,6.201,91,25.7
1/4/2017 4:30,1.247,2.06,4.629,5.354,85,25.75
