'IDCKWCDE41,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for GOLD COAST SEAWAY Queensland for March 2013,,,,,,,,,,
Issued at 22:31 GMT on Monday 01 April 2013,,,,,,,,,,
© Copyright Commonwealth of Australia 2013 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
GOLD COAST SEAWAY,01/03/2013,1.6,0.0, ,25.7,22.5,99,79,3.44,4.59
GOLD COAST SEAWAY,02/03/2013,1.3,70.8, ,24.4,20.6,100,86,6.29,3.87
GOLD COAST SEAWAY,03/03/2013,3.1,86.8, ,25.9,20.2,99,71,10.79,9.60
GOLD COAST SEAWAY,04/03/2013,4.5,6.8, ,27.5,20.7,97,67,10.69,19.53
GOLD COAST SEAWAY,05/03/2013,5.0,3.8, ,26.8,21.8,88,65,12.35,18.11
GOLD COAST SEAWAY,06/03/2013,5.1,0.6, ,27.6,22.4,99,61,10.73,21.80
GOLD COAST SEAWAY,07/03/2013,4.2,12.8, ,27.0,20.1,99,64,7.51,17.72
GOLD COAST SEAWAY,08/03/2013,4.7,1.6, ,28.1,21.0,98,63,8.83,19.38
GOLD COAST SEAWAY,09/03/2013,4.8,1.4, ,25.8,20.8,89,62,9.22,19.20
GOLD COAST SEAWAY,10/03/2013,4.6,2.8, ,28.1,20.0,92,65,7.79,18.86
GOLD COAST SEAWAY,11/03/2013,6.0,1.8, ,27.8,21.9,78,60,10.12,21.55
GOLD COAST SEAWAY,12/03/2013,5.4,0.0, ,27.7,21.3,86,59,10.31,18.62
GOLD COAST SEAWAY,13/03/2013,4.7,5.2, ,27.5,20.0,94,61,7.49,19.93
GOLD COAST SEAWAY,14/03/2013,4.9,8.6, ,28.5,17.9,86,53,5.73,17.03
GOLD COAST SEAWAY,15/03/2013,5.2,0.0, ,28.7,18.2,84,57,5.47,21.86
GOLD COAST SEAWAY,16/03/2013,4.8,0.0, ,28.1,20.3,88,58,3.45,22.81
GOLD COAST SEAWAY,17/03/2013,8.2,0.0, ,34.3,21.7,95,36,8.94,23.02
GOLD COAST SEAWAY,18/03/2013,6.0,0.0, ,27.2,20.3,77,53,9.73,19.51
GOLD COAST SEAWAY,19/03/2013,6.3,0.0, ,27.4,19.7,75,49,8.96,21.32
GOLD COAST SEAWAY,20/03/2013,4.7,0.0, ,26.9,22.3,99,56,9.25,17.36
GOLD COAST SEAWAY,21/03/2013,3.5,5.4, ,26.5,18.6,99,63,4.38,15.45
GOLD COAST SEAWAY,22/03/2013,3.1,2.6, ,27.7,20.7,100,75,4.48,14.74
GOLD COAST SEAWAY,23/03/2013,4.8,0.0, ,30.5,22.5,99,55,4.70,19.57
GOLD COAST SEAWAY,24/03/2013,4.6,0.0, ,30.8,23.7,94,58,4.84,17.62
GOLD COAST SEAWAY,25/03/2013,4.2,2.4, ,28.7,19.9,99,68,4.20,21.02
GOLD COAST SEAWAY,26/03/2013,4.7,0.0, ,28.8,21.5,91,61,5.22,20.02
GOLD COAST SEAWAY,27/03/2013,4.5,1.0, ,28.1,22.1,86,63,5.37,18.23
GOLD COAST SEAWAY,28/03/2013, ,2.8, ,27.0,20.6,97,57,3.58, 
GOLD COAST SEAWAY,29/03/2013, ,0.0, ,29.0,20.3,89,49,6.33, 
GOLD COAST SEAWAY,30/03/2013, ,0.0, ,27.8,20.8,84,58,5.55, 
GOLD COAST SEAWAY,31/03/2013, ,0.0, ,27.4,18.9,99,58,3.97, 
Totals:,,124.5,217.2, ,,,,,, 
