"Date/Time","Hs","Hmax","Tz","Tp","Dir_Tp TRUE","SST"
2013-01-01T00:00:00,  1.8863,  3.0000,  6.7178,  8.9360,126.1250, 26.2000
2013-01-01T00:30:00,  1.5067,  2.6500,  6.0902,  9.0861,120.1250, 26.1500
2013-01-01T01:00:00,  1.7646,  3.5600,  6.5607,  9.2522, 91.1250, 26.1500
2013-01-01T01:30:00,  1.7064,  2.6100,  6.5708,  8.9116,112.1250, 26.1500
2013-01-01T02:00:00,  1.8322,  3.0500,  6.6042,  8.2625,119.1250, 26.1500
2013-01-01T02:30:00,  1.8718,  3.7800,  6.5066,  7.6549,120.1250, 26.1000
2013-01-01T03:00:00,  1.8328,  3.0900,  6.7473, 11.5028, 95.1250, 26.1000
2013-01-01T03:30:00,  1.8418,  3.1700,  6.7188,  9.2752, 86.1250, 26.1000
2013-01-01T04:00:00,  1.8588,  3.1300,  7.0183,  8.7469, 99.1250, 26.1000
2013-01-01T04:30:00,  1.8332,  2.8700,  6.7532,  9.3487,112.1250, 26.1500
2013-01-01T05:00:00,  1.6960,  2.5900,  6.8571, 10.9100, 98.1250, 26.1000
2013-01-01T05:30:00,  1.7670,  3.0400,  6.5532,  8.5654,127.1250, 26.1000
2013-01-01T06:00:00,  1.7756,  2.8400,  6.8460,  9.7623,109.1250, 26.1000
2013-01-01T06:30:00,  1.6264,  2.6500,  6.5837, 13.7548, 41.1250, 26.1000
2013-01-01T07:00:00,  1.7644,  3.2800,  6.9636,  8.1653,113.1250, 26.1000
2013-01-01T07:30:00,  1.8363,  2.7000,  7.0797,  9.4800, 36.1250, 26.1500
2013-01-01T08:00:00,  1.8114,  3.3600,  6.5671, 13.0287, 37.1250, 26.1500
2013-01-01T08:30:00,  1.5932,  2.8200,  6.5946,  9.4322, 40.1250, 26.2000
2013-01-01T09:00:00,  1.7182,  2.9000,  6.8047,  7.8885,131.1250, 26.2500
2013-01-01T09:30:00,  1.8984,  3.4000,  7.3120, 12.9796,102.1250, 26.3000
2013-01-01T10:00:00,  1.5618,  2.4700,  6.5034,  8.8463, 30.1250, 26.4500
2013-01-01T10:30:00,  1.7392,  3.2300,  6.9883, 11.4347, 30.1250, 26.4500
2013-01-01T11:00:00,  1.6979,  2.9900,  6.6919,  9.2262, 92.1250, 26.6000
2013-01-01T11:30:00,  1.7464,  2.6100,  6.9886, 12.1213, 89.1250, 26.7000
2013-01-01T12:00:00,  1.8228,  2.4600,  7.0256,  9.3605, 34.1250, 26.8000
2013-01-01T12:30:00,  1.5692,  3.0400,  6.9268,  9.0107, 39.1250, 26.9500
2013-01-01T13:00:00,  1.5465,  2.7100,  7.1244, 11.5996, 88.1250, 27.0000
2013-01-01T13:30:00,  1.5940,  2.2900,  7.4245,  9.7254, 44.1250, 27.1500
2013-01-01T14:00:00,  1.5456,  2.2900,  7.0947,  8.6720, 96.1250, 27.3000
2013-01-01T14:30:00,  1.4117,  2.3400,  6.6767, 10.2365, 70.1250, 27.1500
2013-01-01T15:00:00,  1.3301,  1.9500,  6.8817, 11.2502, 68.1250, 27.1000
2013-01-01T15:30:00,  1.4473,  2.1600,  6.7898, 10.2300, 56.1250, 27.0500
2013-01-01T16:00:00,  1.5200,  3.1400,  7.1327,  9.6411, 85.1250, 26.9500
2013-01-01T16:30:00,  1.3175,  1.8600,  7.0344, 10.6711,101.1250, 26.9500
2013-01-01T17:00:00,  1.2013,  1.8300,  6.4740, 10.2712, 49.1250, 26.8000
2013-01-01T17:30:00,  1.2812,  2.0000,  6.4821,  8.1609, 54.1250, 26.8000
2013-01-01T18:00:00,  1.2841,  2.0300,  6.3189,  9.7872, 92.1250, 26.8000
2013-01-01T18:30:00,  1.3265,  2.3500,  6.2390,  9.2188, 56.1250, 26.8000
2013-01-01T19:00:00,  1.3467,  2.2200,  6.4205,  8.1800, 86.1250, 26.8000
2013-01-01T19:30:00,  1.3295,  2.6300,  6.0524, 10.1807, 75.1250, 26.8000
2013-01-01T20:00:00,  1.3872,  2.4800,  6.0687,  8.9975, 64.1250, 26.8000
2013-01-01T20:30:00,  1.3914,  2.6000,  6.4393,  9.3428, 79.1250, 26.7500
2013-01-01T21:00:00,  1.3113,  2.3300,  5.9448,  8.1971, 88.1250, 26.7000
2013-01-01T21:30:00,  1.3165,  1.9600,  6.3212,  9.5351, 85.1250, 26.6500
2013-01-01T22:00:00,  1.3565,  2.5000,  6.3546,  9.6355, 40.1250, 26.6500
2013-01-01T22:30:00,  1.3521,  2.0600,  6.3047,  8.4444, 77.1250, 26.6500
2013-01-01T23:00:00,  1.3304,  2.0800,  6.4352,  8.5241, 70.1250, 26.6500
2013-01-01T23:30:00,  1.3393,  2.2500,  6.1518,  7.5838, 60.1250, 26.6000
2013-01-02T00:00:00,  1.2369,  2.1000,  5.9043,  9.7589, 81.1250, 26.6000
2013-01-02T00:30:00,  1.2575,  1.9700,  6.2988,  8.6474, 65.1250, 26.6000
2013-01-02T01:00:00,  1.3066,  2.7900,  6.2501,  8.4361, 81.1250, 26.6000
2013-01-02T01:30:00,  1.3175,  2.0400,  6.3648,  8.5498, 74.1249, 26.6000
2013-01-02T02:00:00,  1.3436,  2.5800,  6.2532,  9.1832, 79.1249, 26.6000
2013-01-02T02:30:00,  1.2950,  2.1700,  6.1817,  8.5869, 72.1249, 26.5500
