"Date/Time","Hs","Hmax","Tz","Tp","Dir_Tp TRUE","SST"
2016-01-01T00:00:00,  3.1089,  6.6900,  7.2506, 10.7321,134.0850, 25.8500
2016-01-01T00:30:00,  3.3587,  5.5500,  7.7023, 11.6257,143.0850, 25.8500
2016-01-01T01:00:00,  3.2807,  6.0800,  7.3241, 10.8788,139.0850, 25.8500
2016-01-01T01:30:00,  3.2258,  4.9800,  7.3765, 11.1975,144.0850, 25.8000
2016-01-01T02:00:00,  3.3826,  5.4800,  7.4072, 10.9003,134.0850, 25.8000
2016-01-01T02:30:00,  3.2563,  5.4000,  7.3676, 10.6740,137.0850, 25.8000
2016-01-01T03:00:00,  3.1224,  5.0200,  7.4140,  9.3711,139.0850, 25.8000
2016-01-01T03:30:00,  3.1022,  6.2100,  7.3706, 10.3168,134.0850, 25.8000
2016-01-01T04:00:00,  2.9808,  5.2700,  7.2713, 11.3791,143.0850, 25.7500
2016-01-01T04:30:00,  3.1551,  6.1000,  7.0888, 10.4583,143.0850, 25.7500
2016-01-01T05:00:00,  2.8549,  4.4300,  6.8522, 10.3228,141.0850, 25.7500
2016-01-01T05:30:00,  2.8816,  5.4000,  7.0716, 11.1777,143.0850, 25.7500
2016-01-01T06:00:00,  3.0655,  5.0400,  7.2861, 10.3318,141.0850, 25.7500
2016-01-01T06:30:00,  2.8079,  4.4900,  7.1999, 10.7358,139.0850, 25.7000
2016-01-01T07:00:00,  2.9864,  4.9800,  7.3619, 10.7957,147.0850, 25.7000
2016-01-01T07:30:00,  2.7505,  4.1600,  7.0288, 10.7673,151.0850, 25.7000
2016-01-01T08:00:00,  2.8580,  4.8500,  6.9948, 10.7773,143.0850, 25.7500
2016-01-01T08:30:00,  2.8245,  4.2400,  6.9334, 10.7793,141.0850, 25.7500
2016-01-01T09:00:00,  2.7052,  4.5200,  6.7674,  9.8682,150.0850, 25.7500
2016-01-01T09:30:00,  2.7193,  3.9800,  7.2335,  9.3227,139.0850, 25.7500
2016-01-01T10:00:00,  2.5452,  4.4900,  6.7029,  9.3808,134.0850, 25.7500
2016-01-01T10:30:00,  2.5481,  3.6300,  6.7681,  8.5250,139.0850, 25.7500
2016-01-01T11:00:00,  2.7804,  4.4600,  7.2607, 10.0918,133.0850, 25.7500
2016-01-01T11:30:00,  2.5873,  4.6200,  6.9328, 10.2826,137.0850, 25.7000
2016-01-01T12:00:00,  2.6255,  3.8300,  6.8835, 10.2451,140.0850, 25.7000
2016-01-01T12:30:00,  2.4639,  4.6600,  6.9201, 10.0471,136.0850, 25.7000
2016-01-01T13:00:00,  2.5767,  4.6600,  7.0552,  9.8394,140.0850, 25.7000
2016-01-01T13:30:00,  2.4864,  4.1700,  6.7424,  9.7755,143.0850, 25.6500
2016-01-01T14:00:00,  2.3073,  4.3100,  6.8148,  9.8051,141.0850, 25.7000
2016-01-01T14:30:00,  2.6008,  4.2000,  7.3966,  9.4239,141.0850, 25.6500
2016-01-01T15:00:00,  2.4193,  3.3600,  7.0058,  9.4963,129.0850, 25.6000
2016-01-01T15:30:00,  2.3747,  4.1500,  6.7595,  9.7051,148.0850, 25.5500
2016-01-01T16:00:00,  2.2334,  3.2400,  6.7989,  9.4264,147.0850, 25.5000
2016-01-01T16:30:00,  2.4619,  4.3000,  6.7393, 10.1239,146.0850, 25.4500
2016-01-01T17:00:00,  2.2800,  3.6200,  6.5598,  9.0075,151.0850, 25.4000
2016-01-01T17:30:00,  2.3148,  3.6500,  6.0370, 10.2564,167.0850, 25.3500
2016-01-01T18:00:00,  2.2372,  3.8000,  6.2124,  9.7102,155.0850, 25.3000
