Date/Time,Hs,Hmax,Tp,Tz,Peak Direction,SST
2018-01-01 00:00:00,0.941,1.454,5.882,4.870,175.63,25.050
2018-01-01 00:30:00,0.956,1.576,5.714,4.976,177.74,24.910
2018-01-01 01:00:00,0.956,1.785,5.556,5.249,178.44,24.870
2018-01-01 01:30:00,0.929,1.947,5.714,5.220,174.75,24.870
2018-01-01 02:00:00,0.902,1.723,5.714,5.319,173.69,24.730
2018-01-01 02:30:00,0.962,1.516,5.714,5.472,174.40,25.000
2018-01-01 03:00:00,0.907,1.978,5.714,5.171,179.41,25.470
2018-01-01 03:30:00,0.925,1.573,5.556,5.422,165.69,25.610
2018-01-01 04:00:00,0.898,1.440,5.882,5.616,160.24,25.700
2018-01-01 04:30:00,0.925,1.825,6.250,5.432,158.84,25.800
2018-01-01 05:00:00,0.900,1.582,6.897,5.690,172.55,25.750
2018-01-01 05:30:00,0.899,1.740,6.250,5.871,163.23,25.610
2018-01-01 06:00:00,0.922,1.766,5.714,5.596,144.16,25.840
2018-01-01 06:30:00,0.953,1.510,6.667,5.765,169.83,25.750
2018-01-01 07:00:00,0.827,1.480,6.667,5.559,167.80,25.610
2018-01-01 07:30:00,0.936,2.037,6.061,5.735,120.07,25.660
2018-01-01 08:00:00,0.964,1.577,6.897,5.980,165.78,25.800
2018-01-01 08:30:00,0.939,1.699,11.765,6.097,144.68,25.840
2018-01-01 09:00:00,0.968,1.473,11.111,6.257,139.32,26.030
2018-01-01 09:30:00,1.026,1.812,11.765,6.264,158.40,25.940
2018-01-01 10:00:00,1.045,2.155,11.111,6.121,159.80,26.460
2018-01-01 10:30:00,1.038,1.698,11.765,6.623,139.14,26.930
2018-01-01 11:00:00,1.130,2.188,11.111,6.291,165.08,26.790
2018-01-01 11:30:00,1.113,1.642,10.526,5.849,153.83,26.650
2018-01-01 12:00:00,1.245,2.117,11.111,5.506,161.39,26.510
2018-01-01 12:30:00,1.076,1.761,10.526,4.855,163.14,26.030
2018-01-01 13:00:00,1.135,2.007,10.000,5.040,161.83,25.990
2018-01-01 13:30:00,1.236,2.073,10.526,5.014,166.66,26.890
2018-01-01 14:00:00,1.151,2.028,9.524,5.167,153.30,26.740
2018-01-01 14:30:00,1.206,2.189,6.452,5.381,165.96,26.740
2018-01-01 15:00:00,1.230,2.309,10.526,5.477,169.39,26.790
2018-01-01 15:30:00,1.270,2.295,6.452,5.672,162.35,27.030
2018-01-01 16:00:00,1.226,2.040,6.452,5.224,166.22,27.030
2018-01-01 16:30:00,1.216,2.007,6.452,5.172,157.17,26.790
2018-01-01 17:00:00,1.128,2.010,6.667,4.816,166.84,26.700
2018-01-01 17:30:00,1.069,1.827,5.882,4.517,169.21,26.650
2018-01-01 18:00:00,1.096,2.244,9.524,4.566,157.08,26.550
2018-01-01 18:30:00,1.083,1.848,6.897,4.511,151.89,26.460
2018-01-01 19:00:00,1.037,1.953,6.452,4.664,154.35,26.360
2018-01-01 19:30:00,1.001,1.770,6.452,4.690,155.41,26.220
2018-01-01 20:00:00,0.939,1.744,6.667,4.541,163.14,26.130
2018-01-01 20:30:00,1.046,1.581,6.452,4.923,148.82,25.990
2018-01-01 21:00:00,0.977,1.973,6.250,4.566,161.21,25.840
2018-01-01 21:30:00,0.983,1.748,6.667,4.729,168.24,25.660
2018-01-01 22:00:00,0.978,1.919,10.000,4.646,148.82,25.560
2018-01-01 22:30:00,0.952,1.611,6.250,4.694,153.39,25.520
2018-01-01 23:00:00,0.933,1.565,6.452,4.870,144.68,25.520
2018-01-01 23:30:00,0.892,1.306,11.111,5.022,134.57,25.520
2018-01-02 00:00:00,0.816,1.474,9.524,4.757,145.47,25.560
2018-01-02 00:30:00,0.813,1.246,8.696,4.908,146.62,25.800
2018-01-02 01:00:00,0.770,1.132,10.526,4.756,120.68,25.840
2018-01-02 01:30:00,0.825,1.352,11.765,4.753,145.12,25.890
2018-01-02 02:00:00,0.859,1.396,8.696,4.633,117.87,25.840
2018-01-02 02:30:00,0.851,1.424,6.250,4.665,148.73,25.750
2018-01-02 03:00:00,0.841,1.573,8.000,4.630,122.35,25.750
2018-01-02 03:30:00,0.835,1.298,6.061,4.599,149.61,25.700
2018-01-02 04:00:00,0.814,1.526,6.250,4.808,128.24,25.700
2018-01-02 04:30:00,0.853,1.387,6.061,4.667,147.06,25.700
2018-01-02 05:00:00,0.801,1.243,6.250,4.557,136.86,25.940
2018-01-02 05:30:00,0.847,1.571,5.882,4.864,145.83,26.130
2018-01-02 06:00:00,0.790,1.392,6.250,4.519,143.89,26.130
2018-01-02 06:30:00,0.829,1.606,12.500,4.713,128.95,26.170
2018-01-02 07:00:00,0.859,1.811,11.765,4.930,131.32,26.170
2018-01-02 07:30:00,0.858,1.384,6.250,4.775,144.95,26.170
2018-01-02 08:00:00,0.866,1.423,11.765,5.010,124.64,26.270
2018-01-02 08:30:00,0.874,1.514,12.500,5.144,158.13,26.410
2018-01-02 09:00:00,0.868,1.336,5.405,4.897,161.83,26.510
2018-01-02 09:30:00,0.892,1.410,13.333,5.244,125.87,26.510
2018-01-02 10:00:00,0.890,1.343,13.333,5.020,152.42,26.510
2018-01-02 10:30:00,0.961,1.407,13.333,5.122,154.27,26.410
2018-01-02 11:00:00,0.974,1.868,13.333,5.217,160.33,26.410
2018-01-02 11:30:00,0.934,1.427,13.333,5.533,156.46,26.460
2018-01-02 12:00:00,1.024,1.661,13.333,5.430,149.17,26.650
2018-01-02 12:30:00,0.971,1.463,12.500,5.256,143.80,26.650
2018-01-02 13:00:00,1.061,1.790,12.500,5.443,156.11,26.600
2018-01-02 13:30:00,1.018,1.785,12.500,5.209,164.64,26.550
2018-01-02 14:00:00,1.045,1.646,12.500,5.642,161.47,26.600
2018-01-02 14:30:00,1.069,1.793,13.333,5.382,151.98,26.650
2018-01-02 15:00:00,1.133,1.729,12.500,5.923,157.61,26.650
2018-01-02 15:30:00,1.160,1.797,12.500,5.849,148.38,26.650
2018-01-02 16:00:00,1.038,1.678,12.500,5.195,154.44,26.650
2018-01-02 16:30:00,1.153,2.055,12.500,4.997,148.20,26.600
2018-01-02 17:00:00,1.182,1.966,12.500,4.771,158.93,26.550
2018-01-02 17:30:00,1.141,2.065,13.333,5.098,178.53,26.510
2018-01-02 18:00:00,1.034,2.106,12.500,4.987,156.64,26.410
2018-01-02 18:30:00,1.067,1.689,6.667,5.065,155.06,26.460
2018-01-02 19:00:00,1.180,2.007,6.250,4.712,119.54,26.510
2018-01-02 19:30:00,1.231,2.142,6.452,4.636,131.14,26.460
2018-01-02 20:00:00,1.332,2.439,5.882,4.627,131.76,26.410
2018-01-02 20:30:00,1.373,2.666,5.000,4.542,147.67,26.360
2018-01-02 21:00:00,1.389,2.854,5.263,4.575,152.60,26.360
